LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,eyes
224.4676943,-2.913074156,244.3933123,-0.819610276,174.090019,-1.112945279,152.5778665,-0.030558125,166.3050138,0.338380874,182.1483651,0.483223341,0
242.5759852,-0.337406057,285.4574247,-0.16183553,183.1285809,1.850758727,141.6066775,-0.008809676,166.8902471,0.358600695,182.5824252,0.632528191,0
240.2575561,2.263701353,394.5525447,0.167024157,221.6845213,0.611598329,194.0668811,-0.310718077,288.0794383,-0.030368718,252.4150281,-0.308993452,0
246.1450366,1.726424296,424.2078818,0.65270305,204.7058923,1.052148083,264.3136333,1.803292605,289.1952615,1.226176548,268.4456843,0.299908867,0
205.0216439,0.506255617,430.0156542,1.124388423,245.0704487,-1.076349769,223.9123091,0.440214485,297.505898,0.205635295,272.3300569,-0.624406712,0
199.2562639,-0.297268276,425.2935441,-0.338886189,236.4889031,0.842902277,243.2329157,0.035948347,286.4854728,-0.104199708,260.6658726,-0.437441742,0
229.9449662,1.780982579,414.8974346,0.097033364,302.3869763,-0.673166343,250.8202923,-0.792108591,264.58121,0.245485194,240.5405688,-0.288599191,0
463.7290832,0.370010525,370.8907306,-1.261070182,281.8342091,-0.172680137,271.6372632,-0.241301796,261.854959,-0.183982237,236.4304385,-0.07848888,0
288.5125118,0.022398201,346.3425786,-0.562472833,310.9834295,-1.064000726,267.6580583,-0.539397589,266.1326049,0.584357304,239.5979789,0.469836544,0
255.8936033,-0.607568433,283.0194863,-0.067520866,273.1119139,0.062973798,293.1339322,0.771939458,266.8838705,0.140705872,237.5729262,0.393525303,0
248.0349424,-1.288099612,328.026557,-1.477633506,237.9820041,-0.348455541,297.8824632,0.017302179,294.6264346,-0.172159577,287.9117661,0.177895695,0
272.0228049,0.572476709,154.4032239,-0.640713013,286.2015533,-0.324719983,305.2454461,1.681048763,307.3555357,-0.558834731,307.9830778,-0.347480888,0
341.1665496,-0.86175764,159.511018,-0.755807512,264.0471106,0.110372348,245.1298119,-0.11424527,250.0874412,0.032173749,282.4419879,-0.02122251,0
254.0992726,-1.658850866,99.55485953,1.141092008,194.7904789,0.126914358,220.3344559,-0.555822279,247.8164698,-0.532482851,289.3456367,0.054080175,0
153.104477,-1.719638728,130.1491297,-0.491406464,223.7651592,-0.609840516,177.1699879,0.815829662,204.9825619,0.163694501,266.2949095,0.307642754,0
90.90102887,0.936922006,154.730261,0.160242499,211.0841307,1.422098821,189.5896529,0.366943788,203.7994523,-0.74838394,262.8128991,-0.219239244,0
297.0756395,-0.356286968,333.2217067,0.431289306,193.3881326,0.409100928,219.7866342,1.469954643,220.5513447,-0.693606505,264.3284578,-0.231299771,0
498.9102894,-2.572464286,347.3246917,0.828747266,470.0111587,2.071863828,189.2413243,0.791583133,254.2474517,-0.364170357,276.9850751,0.112653467,0
372.1392135,0.604772524,432.2877977,0.678383609,372.3606771,-1.156078925,215.969287,-0.160728755,266.399644,-0.606788205,288.2468326,-0.306115543,0
686.7455703,2.122194359,644.1765514,1.930401392,442.8702225,-0.38823913,242.8912204,-0.435656349,286.4285931,0.133665262,294.2627298,0.237690613,0
726.2505366,0.943064998,661.7205958,0.273231763,337.7106561,0.136576627,253.0378869,0.299404502,252.070404,-0.242775568,260.6199343,0.452174669,0
709.5283159,-0.527879694,671.2489116,-1.219081843,380.1484799,0.640601413,276.1849845,-0.181433006,253.1444811,-0.713811823,282.3977109,-0.040649735,0
686.7586763,-0.728433208,627.1846321,-0.424354357,425.2488209,1.371163635,288.4806548,-0.293276892,272.9789006,-1.151433918,294.7190996,-0.750475948,0
611.1104198,1.293230285,607.3846731,0.102040538,413.5905848,-0.440419942,278.3143686,-0.057076923,275.6854134,-0.445431738,296.1384222,-0.437459809,0
630.4943228,0.534035259,611.4097013,0.758442558,409.0985885,0.204731491,272.4121445,-0.843959897,309.9645194,0.078108835,325.1093548,0.016782658,0
560.6585957,-0.693324633,600.0214593,-0.697411155,410.2835061,0.882909119,297.7209081,-0.339805997,335.925585,-0.276111965,337.6228697,-0.344368737,0
599.2077514,-2.233303753,525.5569631,-0.00254732,443.7308856,-1.067132291,302.9215413,-0.663736698,323.1766234,-1.082075098,335.8087082,-0.316998841,0
392.0131559,-0.513340527,467.8092198,0.696987283,321.2806503,-1.292436332,318.283959,-0.748741401,289.1547082,-0.213061594,312.4787713,-0.28184446,0
544.5077539,1.922192084,481.6222631,1.566611136,382.5568278,0.594265819,278.7420107,-0.672805826,286.1021519,-0.166446763,306.6422866,-0.189567914,0
392.3679629,-0.249456769,175.6518163,-0.979719708,292.9310398,0.366890527,252.6885428,-0.374180298,273.9307496,0.152099578,312.3137014,-0.030876712,0
266.0677956,-1.768229117,127.9273962,-0.495121274,249.3463826,-0.462440941,260.0543842,-0.352846471,302.9285769,0.042301347,293.943905,0.200510312,0
334.5748713,0.206338732,112.1199457,0.227897859,242.2286417,1.645883396,226.6348422,0.434359073,268.3888164,-0.540345872,271.4619758,-0.22464058,0
254.210834,-1.914530222,238.0678376,-0.148318012,210.502922,-0.211942948,220.4835982,-0.755842612,256.2777907,-0.624312244,273.5600559,-0.32917287,0
251.4695983,2.12938199,191.8713895,1.062104863,195.5584402,-0.729688848,205.9282399,0.629746497,230.0787752,-0.333609037,267.9893759,-0.104551521,0
225.4906414,0.836686596,239.6059286,-1.219838217,218.1421635,-0.408215104,189.5621009,-0.227659689,206.3389897,0.583714272,242.9145584,-0.083826277,0
181.6028781,-0.015237642,257.1957737,-1.033879628,234.2668732,-0.811795044,184.1076377,0.5377501,207.3788823,0.327815467,238.2678077,-0.107827069,0
158.5966457,1.697061856,249.7050411,0.033339918,214.8023651,-0.160708412,184.4297306,-0.440541071,197.8321271,0.044053456,234.3079019,0.46238559,0
195.9929189,1.657324311,158.9140185,-1.233906817,176.9557826,-0.105590473,183.8577413,1.003033989,251.7690862,0.372289832,270.9248375,0.582977221,0
107.8139922,0.453275183,214.4207588,-0.768793374,197.0318732,0.85905623,179.8429653,0.004060887,241.9216608,0.69760991,270.4959034,0.304179643,0
390.3577322,-0.179818164,332.2197251,-2.137976733,214.0862243,-1.828703564,205.7915787,0.400004486,186.6801611,-0.052922459,241.1746394,0.364572273,0
312.6896318,2.113792244,432.174348,-1.701063862,233.2889378,-0.8114358,213.5166039,-0.615649992,254.7741898,0.201073705,240.9058656,0.591463767,0
450.2533453,1.010596164,365.3152954,-1.373583357,184.7744731,0.387667343,188.2960179,-0.608296854,249.9678759,-0.287589261,245.0103513,-0.171455464,0
529.3793695,0.123988811,304.2823778,-1.01248128,244.4358881,0.292447293,204.9992179,0.00098727,258.8894061,0.322483338,263.3695773,0.528304981,0
723.5393337,-0.617050104,268.4281035,-1.049719258,291.4323253,-1.360877286,238.3605593,-0.307120943,233.4118926,-0.221411859,246.1587471,0.085001697,0
552.9801234,1.575587841,330.1076926,-1.288068405,195.9958911,0.132171166,192.9725727,0.047210218,258.0034171,0.262873638,262.9567425,0.083539621,0
903.1297865,0.832986914,436.0342066,1.550551673,493.4395418,1.52769231,329.8229016,1.441947921,375.7350954,1.836968246,343.3670992,1.561308054,0
1468.612918,-1.318840932,575.8947702,-0.957448288,256.7175598,-1.806793877,215.8620799,-0.632904865,248.3189173,0.412431735,319.4210986,0.241303649,0
1247.723423,-1.589833105,456.0491364,-0.024711015,432.0932145,-1.356860253,272.5142445,-0.816836021,266.6086052,-0.205683512,284.1365783,0.042867431,0
711.576473,0.288795892,441.2851001,1.365818292,155.8598227,1.157745154,211.8761156,-0.725886688,283.4085876,-0.048420607,285.2807307,-0.412259485,0
672.3389899,-1.237968222,493.1626022,-0.173295097,166.4194361,0.752648293,219.5176762,-0.088594714,291.025066,-0.241410236,287.2750533,-0.282363369,0
826.0707457,1.013677224,729.5444113,1.180013142,491.9246262,2.167001451,322.775882,1.576472325,257.145262,0.041174857,281.3259211,0.172072244,0
1345.453819,-1.646653879,728.1922476,-0.555149583,217.8362999,-0.357756147,262.8044966,-1.146923942,293.7509666,-0.126461743,343.0906845,-0.603414247,0
834.820509,2.304193707,788.0989602,1.279452378,295.8702592,-0.592710367,232.4385564,0.425620448,289.750856,0.521151786,342.1578343,-0.045477242,0
1570.724097,2.156432775,813.9918718,2.034746511,373.7017593,0.706733658,285.6901306,0.880915101,247.0965326,-0.656691116,321.1421159,-0.88262635,0
1237.567957,1.547052998,733.5987215,-1.466814506,314.5352602,0.519010776,236.7388579,0.177103147,251.2776307,-0.662498936,326.0300762,-0.594966095,0
1148.831507,0.741915364,727.2439017,-1.060906646,407.0581848,-0.127636798,298.4049064,-1.22386711,345.5770688,-0.607920303,338.2991519,-0.423887113,0
1158.41856,0.094159604,839.613004,1.864628989,427.5882975,-0.099509134,349.4007674,1.779870516,296.5920996,-0.833945191,324.1909494,-0.741072254,0
1347.073388,-1.068139711,732.0323642,0.286144124,461.2407749,0.82784177,320.8977115,0.789965136,304.213933,-0.248450187,323.8519419,0.119667334,0
1331.210321,1.328429427,581.5174406,-1.118315965,452.2889133,0.397084271,323.850588,0.433373003,285.4276838,0.097431072,306.5075115,0.078610735,0
1422.835835,0.632857965,479.9347223,0.153622498,537.0079003,1.569162793,315.9626102,0.638559618,339.6398438,0.991635775,346.8155062,0.46146702,0
2097.587308,-0.778803448,729.5334483,-0.229693308,741.7053026,-1.41285662,339.0923686,-1.272526792,305.9098595,-0.390623341,322.8243123,-0.031926814,0
630.4311596,-1.276743682,1021.61145,1.754197934,347.7607759,1.116843238,269.0252785,0.359735579,234.7360996,0.035594606,257.9161339,0.110266498,0
1182.203351,-2.327749688,664.8179496,0.213358408,366.3081485,0.351356549,292.9272106,-0.925434566,238.6403837,0.249943033,254.7746749,0.467715684,0
975.7653574,0.44268709,513.9741706,-0.394833706,280.0575425,-0.144659843,283.4468982,-0.838193407,231.5323111,0.041141592,254.7602831,0.606046003,0
869.5641726,-0.912581165,746.6743521,1.016415415,219.2201904,-1.373079955,262.4734695,-0.685361557,258.252526,0.262696757,275.7430648,0.322847559,0
902.0066451,-1.659268186,417.196254,0.030887491,242.6893179,-0.683373423,261.8681823,-0.335282868,223.9041833,0.381962164,241.0585809,0.696120597,0
911.8797167,0.464721085,426.7051055,-1.160357341,223.1016112,-0.152654251,240.4786929,0.104376484,205.6257854,-0.435776079,208.4227535,0.442762322,0
889.5197145,-0.051711554,594.4386733,-0.60322442,247.9765892,0.030142635,246.5132113,-0.287709338,222.7270036,-0.11952628,198.9401163,0.237940333,0
763.5086072,1.903560679,592.9721066,-0.102690475,237.1879392,-0.637589266,187.8777809,-0.243501454,174.8162334,-0.937491994,167.830211,-0.298591011,0
483.584034,0.095933654,550.5696759,-0.340251575,340.1641423,-0.443754805,262.3364507,-0.490791937,210.7389531,-0.051440925,185.1102944,-0.237804845,0
337.6837982,0.944245276,265.3851233,-0.94734412,241.4172127,-0.054367187,189.2198344,0.465598254,165.3206289,-0.352145829,157.0223195,-0.21741853,0
345.3262202,0.071956188,334.1113721,-0.578216861,291.7970044,-0.782106786,195.4206694,0.093211537,195.901712,0.738802656,173.494413,0.17643865,0
355.2230812,-0.744994878,274.748776,-0.123189851,251.9451335,0.023718224,193.4008763,-1.127400428,202.1043805,-0.669895864,190.4805106,-0.804978491,0
603.6108244,1.626641125,347.4588936,0.97217168,226.3840744,0.273001713,195.0028423,1.698344624,169.3256831,-0.116965029,188.6555666,-0.775396484,0
242.349375,1.609612089,201.5691469,0.974347271,267.2963893,1.330327864,136.0086215,0.930425096,156.5179613,-1.163319425,183.7709339,-1.07142033,0
444.2016183,-1.235691039,282.642652,-1.353531943,234.3339273,0.335089181,126.4856326,0.023726422,177.0179523,-0.634560373,197.9465543,-0.268711813,0
457.736065,-1.72140622,307.424914,-0.787302422,237.5149597,-0.026804882,118.1035144,-0.315688308,153.4686355,-0.198735282,199.2661763,-0.616571469,0
559.4016287,2.152394728,339.2863358,1.431716164,235.4970614,1.519644046,143.0157346,1.212209544,186.7648214,0.94626724,235.9841383,-0.335383462,0
133.5486242,1.802804667,209.0847159,-0.572494981,223.2616472,0.195135378,162.5446815,-0.39900143,191.882233,-0.562051083,211.8222983,-0.202699466,0
180.9632195,0.956099763,197.7093705,-0.264840899,239.9781869,0.864435757,170.8235564,0.504156298,185.4884181,0.388845619,204.1314742,0.108387496,0
250.3503568,1.995218467,194.5452341,1.428883433,303.5092441,2.341994001,181.3941648,1.650295156,182.2232981,-0.005334727,205.5378443,0.425905887,0
432.208257,2.646880238,220.914346,-2.418054741,213.2592306,-0.620270614,175.5770825,0.010179072,175.1022669,-0.868521621,182.0309238,-0.39800602,0
635.1949004,1.767200801,194.7925621,-0.860077985,256.5161868,-0.857524936,193.8982475,0.317559966,184.9290348,0.020668604,193.6310778,0.291566707,0
577.1724913,0.865288952,190.7396015,-2.553891686,243.8342912,0.121669122,198.3315265,-0.19561562,197.3574031,0.191695595,232.0609886,0.316963761,0
576.8033936,0.050203848,159.0597148,-0.297743425,245.1498764,0.862212834,201.7147522,-0.087143794,203.8193376,-0.202912322,242.1788511,-0.108898792,0
540.8191828,2.004356446,305.8513322,2.181659973,265.4951218,1.563638785,204.192456,0.680418061,208.2188729,-0.154827322,228.2211327,0.097150607,0
502.7284981,1.337631032,208.4666139,2.325242521,240.5043434,1.03380896,195.7845023,-0.461462682,198.7870977,0.666176269,221.1092904,0.387054514,0
497.8139791,0.464046143,266.2854297,1.122657069,206.2702764,0.42977145,229.1673901,1.089591962,219.8429717,2.167215226,234.8963138,0.59608846,0
529.876968,-0.694086588,300.3705121,1.319714734,212.2445363,0.751988611,183.3052142,-0.473332222,165.2742811,-0.193533874,218.6993157,0.483058684,0
635.6515469,-1.747403713,238.5787302,1.873713388,210.9743142,-1.155293929,185.660871,-0.12882731,180.1950871,0.270238418,203.3453956,0.502164628,0
630.57777,-2.474032014,210.1401703,0.344151381,204.5068359,2.033432867,214.4201526,-0.767834238,210.7019497,0.380192633,228.4118208,0.266271978,0
600.8424938,2.345751903,321.3348114,0.963814221,311.5392376,0.790770571,201.6452041,0.671783984,205.7903116,0.503335035,213.3212751,0.558521121,0
427.0112222,1.495658037,233.6484353,1.177579936,206.6349784,0.680401738,203.0823539,0.510528307,231.066409,0.653767833,233.0466667,0.509349093,0
462.308601,0.577965197,256.4652461,-0.448377745,282.3810431,-1.155367953,194.207189,-0.297362617,230.4943197,-0.248620721,219.9851938,-0.288933725,0
427.614571,-0.140337863,323.6571996,-1.677943212,242.7562485,0.752992299,217.2713058,-0.518626738,282.9278198,-0.463140511,234.2558603,-0.282572998,0
500.2031006,1.113870762,269.7650697,-0.78381558,340.098928,1.318638582,228.7488426,0.499711328,231.7757295,0.275487742,233.6524325,-0.265875594,0
590.381766,-0.973504622,403.1053695,-0.299571663,271.9166985,-0.824683365,243.2389095,-0.151777351,264.4149129,0.018218377,254.0563205,-0.201967078,0
943.7263073,-1.46993438,551.888758,-0.614136382,410.34355,-0.947833025,308.51573,-0.626271425,266.3331253,-0.495580763,265.8935896,-0.664734098,0
635.7125355,0.251948965,315.3381484,0.862720184,336.6213179,1.226508249,265.7920686,0.364322854,243.9044484,-0.235861827,257.0774686,-0.334881445,0
619.7483416,-0.696251007,461.8731831,1.210642362,356.2770358,0.606589945,265.2681665,0.03381667,250.9032908,0.479620111,257.5968077,-0.397219685,0
695.6291358,-1.591432298,428.9111076,-0.152064951,349.4954356,-0.902474931,236.3059419,-0.411159414,255.6386291,-0.553103134,257.8518793,-0.51842868,0
652.622884,0.843961911,492.9352507,0.309224874,454.8646489,-1.276905975,204.7585483,0.076024769,288.6502588,-0.162919773,274.3881675,-0.642529898,0
494.1513246,-0.437090535,490.9154746,0.862236848,370.7104076,0.720771817,220.2495082,-0.180422037,253.739447,0.205549292,256.6110349,-0.493971219,0
609.5944266,1.968147233,470.0049828,-0.546345635,372.0276632,0.251299531,222.978695,-0.292936671,257.3111597,-0.100776753,250.1862935,-0.286490512,0
352.672512,0.744600117,778.7103116,-1.424559522,678.0807452,-1.461049971,341.2702963,-0.863610808,267.7914698,-1.060948291,229.4972308,-0.621112585,0
866.4271942,-0.903010096,1101.313146,-1.282820171,746.6378347,-0.817189493,402.3798326,-0.832790329,393.2583309,-0.290416608,347.1355486,-0.319230735,0
689.0797247,-0.516189732,747.313521,-1.011377868,417.8529439,-0.772806604,227.6845902,-0.456041991,250.8230862,-0.227824793,224.5928658,-0.216920457,0
771.5679718,-0.74977605,552.4596065,-0.711844656,389.8499403,-0.548071135,280.5052216,-0.714710386,230.1864724,-0.108188238,230.6472626,0.02103705,0
