LowGamma,LowGammePhase,HighGamma,HighGammaPhase,focus
858.1942053,-1.372015395,3267.588312,-0.712850507,1
705.5979269,0.164256484,2852.440935,-0.300200611,1
594.0985768,-1.223183498,2088.982959,-0.302497109,1
594.3038708,-0.366849481,2089.092729,0.027801107,1
594.3536707,-0.652440638,2089.084278,-0.302977377,1
1364.855649,0.570006135,3446.107594,0.879827464,1
1314.681804,0.429431199,3604.42966,0.72797127,1
1175.842862,0.260721755,3579.876402,0.866509575,1
1036.447676,1.14029247,3710.163906,1.584300783,1
1010.52472,0.740262277,3728.29752,0.904769712,1
876.5446104,1.078250901,3458.967829,0.608632504,1
855.9208884,-0.234678589,3488.245274,-0.299277587,1
965.9543029,0.897017261,3450.552532,0.635248703,1
935.4752595,1.316926172,3223.316106,0.751597627,1
988.8765705,1.961859646,2754.48074,1.029216206,1
603.6887663,0.020543052,2104.432203,0.253365377,1
603.6357074,0.306049059,2104.34231,0.253208741,1
603.3921061,0.017234118,2104.086838,0.252619263,1
1157.861172,-1.795273966,3474.271454,-1.438504806,1
1142.478213,-1.232363744,3591.877285,-0.9568276,1
1092.129776,-1.164863867,3444.751465,-1.046895794,1
954.0467315,-0.569740521,3674.687649,-0.472431686,1
936.9625262,-0.51922757,3629.775591,-0.618084232,1
890.9384505,-0.245758672,3475.038681,-0.059316078,1
829.29209,-0.097887632,3457.899656,-0.11610874,1
950.6059164,-1.641267534,3380.368471,-1.199114269,1
854.7940139,-1.426543663,3059.897594,-0.912091718,1
952.5755232,-0.080633529,2372.67416,1.167788118,1
696.8509714,0.543407845,2123.665652,-0.047723017,1
696.8205538,0.257558154,2123.600169,-0.04780821,1
975.7436307,1.482128125,2300.398336,0.733530925,1
1324.422805,1.028861932,3492.677465,1.006732567,1
1251.075485,1.098044867,3664.801766,0.82058525,1
1166.240421,0.639448396,3605.217589,0.888637302,1
900.0851881,0.78777815,3621.790213,0.958853301,1
859.3666039,-0.189295929,3515.858741,-0.00174715,1
820.6891977,-0.901980929,3443.337969,-0.304369574,1
844.3500526,-0.274245176,3418.132163,0.237752857,1
806.0794755,0.640846442,3300.697582,0.660653958,1
731.6122715,0.425933158,2957.216365,0.694000028,1
691.461525,-2.183328684,2121.294775,-1.912604152,1
601.0552531,-0.424549441,2072.802919,-0.026024347,1
601.0552531,-0.138950109,2072.802919,-0.026024347,1
1840.386858,-1.962941481,3187.371983,-1.185900568,1
1389.894628,-1.518631953,3374.732529,-1.034212078,1
1283.916078,-1.254350088,3552.841798,-1.241111625,1
1109.052863,-1.474211897,3586.876848,-1.073916921,1
946.9939001,-0.962430388,3597.288025,-0.566557361,1
871.7061132,-1.204056679,3393.654574,-0.483688638,1
800.3146511,-0.278846919,3406.380858,-0.153223739,1
816.327077,-1.185095888,3358.636432,-0.878580439,1
789.8298708,-0.104007434,3191.642543,-0.057755651,1
701.9386271,-0.89386828,2803.255105,-0.96046911,1
607.9166444,-1.998500653,2139.638973,-0.817549118,1
607.9166444,-0.570503993,2139.638973,-0.156161191,1
607.9037193,-0.285106212,2139.67807,-0.156272053,1
1096.228405,0.881734784,3406.001743,1.170386213,1
1236.05638,1.009350005,3575.911534,0.786926766,1
1065.001455,0.546247121,3418.737671,0.91428403,1
1004.370199,1.11493218,3697.173996,1.245957373,1
992.9468766,0.650873024,3682.711057,0.505638065,1
898.3957092,0.727116936,3461.535193,-0.013215757,1
848.8745154,0.935908605,3459.647635,0.310460115,1
955.0018257,0.986353606,3368.679913,0.853021242,1
940.5248393,0.466360878,3114.908104,0.407339291,1
1027.82684,1.257579712,2584.22565,0.491155552,1
529.0495458,-0.163324311,2030.594702,-0.243011608,1
528.9059091,-0.448859839,2030.557137,-0.242998737,1
540.1995847,-0.168813963,2033.234995,-0.259964882,1
1166.122976,-1.00611279,3447.222091,-1.025003848,1
1170.913231,-1.583864252,3607.772719,-1.218945284,1
1022.871406,-1.116094638,3453.843256,-1.017005888,1
975.1557655,-1.427544365,3667.710636,-1.09881212,1
