LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,AvgAlpha ,AvgBeta,AvgGamma,AvgAlphaPrevious3,AvgBetaPrevious3,AvgGammaPrevious3,AvgAlphaPrevious2,AvgBetaPrevious2,AvgGammaPrevious2,AvgAlphaPrevious1,AvgBetaPrevious1,AvgGammaPrevious1,AvgAlphaPrevious4,AvgBetaPrevious4,AvgGammaPrevious4,AvgAlphaPrevious5,AvgBetaPrevious5,AvgGammaPrevious5,View
448.7436765,-2.68800046,310.3767694,1.012981466,132.9324462,-1.206672667,193.102607,-1.703046548,123.4362718,-1.26372455,477.9727771,-0.724010471,379.560223,163.0175266,300.7045245,312.9715089,158.6606277,309.6179782,321.6761615,146.7856818,304.0509131,379.0248848,134.0757334,297.0231189,358.914774,140.6659576,305.2031279,426.4198353,229.4650203,308.110712,2
1159.726983,1.966345128,811.31618,2.393552666,556.9500277,-0.43444906,515.614105,-0.812757949,371.5720395,1.512292371,644.3610594,0.166361071,985.5215815,536.2820664,507.9665495,379.560223,163.0175266,300.7045245,312.9715089,158.6606277,309.6179782,321.6761615,146.7856818,304.0509131,379.0248848,134.0757334,297.0231189,358.914774,140.6659576,305.2031279,2
1295.582969,1.22019223,933.4956031,0.870746562,558.4141995,0.250473914,517.8077611,-0.761978866,372.7205127,0.125934623,655.6718598,-0.444895656,1114.539286,538.1109803,514.1961863,985.5215815,536.2820664,507.9665495,379.560223,163.0175266,300.7045245,312.9715089,158.6606277,309.6179782,321.6761615,146.7856818,304.0509131,379.0248848,134.0757334,297.0231189,2
1155.640762,0.059368684,921.697098,-0.445604254,577.049603,-0.460351421,517.2634023,-0.179594217,379.518394,-0.185988617,644.8403589,-0.57767432,1038.66893,547.1565027,512.1793765,1114.539286,538.1109803,514.1961863,985.5215815,536.2820664,507.9665495,379.560223,163.0175266,300.7045245,312.9715089,158.6606277,309.6179782,321.6761615,146.7856818,304.0509131,2
1144.685734,-0.867400288,934.7043779,0.091117819,596.2951947,0.314868251,532.9639719,-0.581458839,404.5564354,-1.005242508,435.6254035,-0.927607103,1039.695056,564.6295833,420.0909195,1038.66893,547.1565027,512.1793765,1114.539286,538.1109803,514.1961863,985.5215815,536.2820664,507.9665495,379.560223,163.0175266,300.7045245,312.9715089,158.6606277,309.6179782,2
1095.969855,1.35490688,949.4645201,0.685619065,573.0670442,-0.357312352,518.0318422,0.02123813,389.8094133,-0.20490791,489.3784843,-0.547922255,1022.717188,545.5494432,439.5939488,1039.695056,564.6295833,420.0909195,1038.66893,547.1565027,512.1793765,1114.539286,538.1109803,514.1961863,985.5215815,536.2820664,507.9665495,379.560223,163.0175266,300.7045245,2
1111.6126,0.342142603,907.5514767,1.336647921,582.1295845,-0.970734704,514.216149,0.13045939,382.0529814,0.092763967,507.2212692,-0.376359464,1009.582038,548.1728668,444.6371253,1022.717188,545.5494432,439.5939488,1039.695056,564.6295833,420.0909195,1038.66893,547.1565027,512.1793765,1114.539286,538.1109803,514.1961863,985.5215815,536.2820664,507.9665495,2
1259.337134,-0.30717742,958.9902893,-0.243847481,729.0893416,1.00706885,622.5644299,1.213786795,390.6175194,-0.193355248,594.5610262,0.121885339,1109.163712,675.8268858,492.5892728,1009.582038,548.1728668,444.6371253,1022.717188,545.5494432,439.5939488,1039.695056,564.6295833,420.0909195,1038.66893,547.1565027,512.1793765,1114.539286,538.1109803,514.1961863,2
1432.782028,-1.445455692,889.6874368,0.52057835,697.1696727,0.151327302,520.07606,0.275866771,375.2987531,0.113805713,627.1995857,0.477916357,1161.234732,608.6228664,501.2491694,1109.163712,675.8268858,492.5892728,1009.582038,548.1728668,444.6371253,1022.717188,545.5494432,439.5939488,1039.695056,564.6295833,420.0909195,1038.66893,547.1565027,512.1793765,2
1426.153152,-2.364643322,991.3328,1.14753248,699.479122,0.833708833,511.2581052,0.337603498,398.5128414,0.272023364,606.3849247,0.822142425,1208.742976,605.3686136,502.4488831,1161.234732,608.6228664,501.2491694,1109.163712,675.8268858,492.5892728,1009.582038,548.1728668,444.6371253,1022.717188,545.5494432,439.5939488,1039.695056,564.6295833,420.0909195,2
1577.652501,0.194961686,960.2537922,1.114172199,907.9750728,1.153994554,747.566831,0.055883456,365.4913233,-0.521182367,667.9239822,0.309483566,1268.953147,827.7709519,516.7076528,1208.742976,605.3686136,502.4488831,1161.234732,608.6228664,501.2491694,1109.163712,675.8268858,492.5892728,1009.582038,548.1728668,444.6371253,1022.717188,545.5494432,439.5939488,2
1182.798745,-0.320385216,610.0348808,0.725028868,702.7666585,-0.141901121,590.1586571,-0.240532515,249.0752835,-0.236521537,553.8549028,0.030995324,896.4168129,646.4626578,401.4650932,1268.953147,827.7709519,516.7076528,1208.742976,605.3686136,502.4488831,1161.234732,608.6228664,501.2491694,1109.163712,675.8268858,492.5892728,1009.582038,548.1728668,444.6371253,2
1099.994772,1.81869201,577.6349865,1.133365352,689.3561546,0.435367942,585.0765256,-0.130821028,255.3170822,-0.120610473,561.8472299,0.084876199,838.8148793,637.2163401,408.5821561,896.4168129,646.4626578,401.4650932,1268.953147,827.7709519,516.7076528,1208.742976,605.3686136,502.4488831,1161.234732,608.6228664,501.2491694,1109.163712,675.8268858,492.5892728,2
1108.869943,1.045683415,616.6108495,1.637758309,684.9444722,1.140542195,587.9909107,-0.055068639,252.1117941,-0.319266958,557.0677851,0.133938763,862.7403963,636.4676915,404.5897896,838.8148793,637.2163401,408.5821561,896.4168129,646.4626578,401.4650932,1268.953147,827.7709519,516.7076528,1208.742976,605.3686136,502.4488831,1161.234732,608.6228664,501.2491694,2
1081.741013,-0.029754846,569.5167846,0.225767411,713.7140485,0.434343488,597.3600646,-0.519799292,280.4373489,0.492654621,585.1676304,0.94806099,825.6288988,655.5370566,432.8024897,862.7403963,636.4676915,404.5897896,838.8148793,637.2163401,408.5821561,896.4168129,646.4626578,401.4650932,1268.953147,827.7709519,516.7076528,1208.742976,605.3686136,502.4488831,2
1070.428004,-0.762349164,711.4865049,-1.055850051,688.3596359,-0.146640918,578.3016298,-0.37176316,265.4015878,0.69206655,552.7415564,1.123903914,890.9572545,633.3306329,409.0715721,825.6288988,655.5370566,432.8024897,862.7403963,636.4676915,404.5897896,838.8148793,637.2163401,408.5821561,896.4168129,646.4626578,401.4650932,1268.953147,827.7709519,516.7076528,2
1182.340639,1.459275073,635.8214876,-0.604613884,687.2938378,-0.779740505,583.1804292,-0.262996352,279.2919135,0.899899367,376.4584681,0.918679085,909.0810633,635.2371335,327.8751908,890.9572545,633.3306329,409.0715721,825.6288988,655.5370566,432.8024897,862.7403963,636.4676915,404.5897896,838.8148793,637.2163401,408.5821561,896.4168129,646.4626578,401.4650932,2
871.0673493,0.46863204,701.7674628,0.152759559,641.1405403,-0.190491679,589.6628194,-0.584840982,239.9469739,-0.341506562,450.602691,0.113365909,786.4174061,615.4016799,345.2748325,909.0810633,635.2371335,327.8751908,890.9572545,633.3306329,409.0715721,825.6288988,655.5370566,432.8024897,862.7403963,636.4676915,404.5897896,838.8148793,637.2163401,408.5821561,2
997.2125652,-0.232043163,672.0440798,-1.457263405,641.3385303,0.51743995,568.2756439,-0.532744219,276.5795513,-1.192799501,460.9636202,-0.196778116,834.6283225,604.8070871,368.7715858,786.4174061,615.4016799,345.2748325,909.0810633,635.2371335,327.8751908,890.9572545,633.3306329,409.0715721,825.6288988,655.5370566,432.8024897,862.7403963,636.4676915,404.5897896,2
944.5494845,-1.005621746,565.0306292,-1.083839499,817.3178768,-1.399870341,582.8134883,-2.360120742,270.3811763,-1.573988287,520.4562185,-1.180721892,754.7900569,700.0656826,395.4186974,834.6283225,604.8070871,368.7715858,786.4174061,615.4016799,345.2748325,909.0810633,635.2371335,327.8751908,890.9572545,633.3306329,409.0715721,825.6288988,655.5370566,432.8024897,2
547.0566528,-2.382389097,247.3570852,-2.17805394,233.4750423,0.075907669,111.5087032,-1.131558272,190.3208424,-1.800189795,494.440656,-1.781487692,397.206869,172.4918728,342.3807492,754.7900569,700.0656826,395.4186974,834.6283225,604.8070871,368.7715858,786.4174061,615.4016799,345.2748325,909.0810633,635.2371335,327.8751908,890.9572545,633.3306329,409.0715721,2
301.7396927,2.717364583,158.9014174,0.604584813,225.1148163,-1.01870924,120.3523987,-0.811809635,150.9504643,-1.285560203,472.2362206,-0.818007084,230.3205551,172.7336075,311.5933425,397.206869,172.4918728,342.3807492,754.7900569,700.0656826,395.4186974,834.6283225,604.8070871,368.7715858,786.4174061,615.4016799,345.2748325,909.0810633,635.2371335,327.8751908,2
482.3749911,1.992786801,201.3425188,1.972286146,236.0680948,-0.317180604,109.26923,-1.317769709,106.7903381,-0.284508429,455.9055209,-0.060694289,341.858755,172.6686624,281.3479295,230.3205551,172.7336075,311.5933425,397.206869,172.4918728,342.3807492,754.7900569,700.0656826,395.4186974,834.6283225,604.8070871,368.7715858,786.4174061,615.4016799,345.2748325,2
349.4769459,0.748396062,191.539411,-2.158841626,234.1756859,-1.382563231,120.5328251,-0.339571315,117.8997263,-1.325420993,465.5810408,-0.824963468,270.5081785,177.3542555,291.7403836,341.858755,172.6686624,281.3479295,230.3205551,172.7336075,311.5933425,397.206869,172.4918728,342.3807492,754.7900569,700.0656826,395.4186974,834.6283225,604.8070871,368.7715858,2
559.4056135,-0.547673954,220.6130576,-1.287970968,262.7140895,-0.851260077,151.6327764,-0.674617086,114.6432188,-0.294467603,457.764486,0.036135252,390.0093356,207.173433,286.2038524,270.5081785,177.3542555,291.7403836,341.858755,172.6686624,281.3479295,230.3205551,172.7336075,311.5933425,397.206869,172.4918728,342.3807492,754.7900569,700.0656826,395.4186974,2
405.8386733,-0.97263587,95.04183165,-0.555421854,252.3053671,0.88263012,145.440747,0.806207985,122.7010641,0.214354463,463.6747846,-0.156395131,250.4402525,198.8730571,293.1879244,390.0093356,207.173433,286.2038524,270.5081785,177.3542555,291.7403836,341.858755,172.6686624,281.3479295,230.3205551,172.7336075,311.5933425,397.206869,172.4918728,342.3807492,2
452.0404609,1.259959071,196.029705,0.595255869,278.147136,-0.347412384,159.5123017,-1.261510022,151.5229379,-1.492833567,524.7400698,-1.619742664,324.035083,218.8297189,338.1315039,250.4402525,198.8730571,293.1879244,390.0093356,207.173433,286.2038524,270.5081785,177.3542555,291.7403836,341.858755,172.6686624,281.3479295,230.3205551,172.7336075,311.5933425,2
428.0698605,0.318162242,246.9315878,1.550206591,270.3310881,-0.829343498,174.7877155,-1.076733074,212.1508133,-1.799046706,485.3040494,-1.600424645,337.5007242,222.5594018,348.7274314,324.035083,218.8297189,338.1315039,250.4402525,198.8730571,293.1879244,390.0093356,207.173433,286.2038524,270.5081785,177.3542555,291.7403836,341.858755,172.6686624,281.3479295,2
395.204813,-0.606122456,418.5029972,2.157275872,316.7032707,1.265698776,192.937551,1.802158103,233.0713113,1.005672324,342.2853124,-0.274235686,406.8539051,254.8204109,287.6783119,337.5007242,222.5594018,348.7274314,324.035083,218.8297189,338.1315039,250.4402525,198.8730571,293.1879244,390.0093356,207.173433,286.2038524,270.5081785,177.3542555,291.7403836,2
1047.065211,-1.426601795,540.8601307,0.076244187,563.6135878,-0.944385917,297.4546335,-0.118627466,123.9143607,0.022980829,345.086602,-0.513932127,793.9626709,430.5341107,234.5004814,406.8539051,254.8204109,287.6783119,337.5007242,222.5594018,348.7274314,324.035083,218.8297189,338.1315039,250.4402525,198.8730571,293.1879244,390.0093356,207.173433,286.2038524,2
967.6920587,-2.153469755,716.8591436,0.682091017,511.9331954,-0.362790996,312.1185107,-0.285855701,154.6142955,0.618182771,402.7395561,0.879112071,842.2756012,412.0258531,278.6769258,793.9626709,430.5341107,234.5004814,406.8539051,254.8204109,287.6783119,337.5007242,222.5594018,348.7274314,324.035083,218.8297189,338.1315039,250.4402525,198.8730571,293.1879244,2
980.1223927,0.03631876,646.5835855,1.359390103,528.0710355,-0.933546735,300.6899366,-0.635892364,181.5594741,0.726291431,470.9400897,0.909800218,813.3529891,414.3804861,326.2497819,842.2756012,412.0258531,278.6769258,793.9626709,430.5341107,234.5004814,406.8539051,254.8204109,287.6783119,337.5007242,222.5594018,348.7274314,324.035083,218.8297189,338.1315039,2
905.3984611,-0.972633258,658.3008342,-0.031328454,518.769077,-0.347728973,309.6720135,0.394797542,176.3516658,0.679974741,477.3292195,0.779085489,781.8496477,414.2205453,326.8404427,813.3529891,414.3804861,326.2497819,842.2756012,412.0258531,278.6769258,793.9626709,430.5341107,234.5004814,406.8539051,254.8204109,287.6783119,337.5007242,222.5594018,348.7274314,2
922.8360667,1.234652105,664.3338879,0.622619879,517.9295314,1.425547602,315.0256147,0.546399434,136.7875008,0.985391607,466.9999533,1.252966408,793.5849773,416.4775731,301.8937271,781.8496477,414.2205453,326.8404427,813.3529891,414.3804861,326.2497819,842.2756012,412.0258531,278.6769258,793.9626709,430.5341107,234.5004814,406.8539051,254.8204109,287.6783119,2
899.1049756,0.303777036,653.9310748,-0.856028278,521.7388846,-0.401786834,309.0549124,0.165395523,116.4734754,-0.332774921,457.6943833,0.426066256,776.5180252,415.3968985,287.0839294,793.5849773,416.4775731,301.8937271,781.8496477,414.2205453,326.8404427,813.3529891,414.3804861,326.2497819,842.2756012,412.0258531,278.6769258,793.9626709,430.5341107,234.5004814,2
997.4418397,-0.633534635,606.9055734,-0.25707298,534.9573576,-1.069265798,322.3213104,-0.163342557,124.5781481,0.031830701,453.1285682,0.38427787,802.1737066,428.639334,288.8533582,776.5180252,415.3968985,287.0839294,793.5849773,416.4775731,301.8937271,781.8496477,414.2205453,326.8404427,813.3529891,414.3804861,326.2497819,842.2756012,412.0258531,278.6769258,2
953.1086658,1.540958352,654.1806807,-1.712823508,491.4416019,-0.476020955,318.8039698,-0.508375018,128.9290868,-0.460374867,455.1949534,-0.020124608,803.6446733,405.1227859,292.0620201,802.1737066,428.639334,288.8533582,776.5180252,415.3968985,287.0839294,793.5849773,416.4775731,301.8937271,781.8496477,414.2205453,326.8404427,813.3529891,414.3804861,326.2497819,2
