LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,AvgAlpha ,AvgBeta,AvgGamma,AvgAlphaPrevious3,AvgBetaPrevious3,AvgGammaPrevious3,AvgAlphaPrevious2,AvgBetaPrevious2,AvgGammaPrevious2,AvgAlphaPrevious1,AvgBetaPrevious1,AvgGammaPrevious1,AvgAlphaPrevious4,AvgBetaPrevious4,AvgGammaPrevious4,AvgAlphaPrevious5,AvgBetaPrevious5,AvgGammaPrevious5,View
1104.279292,0.411513071,547.3950431,-0.768259047,447.9824212,1.337727521,458.1149471,-0.060573726,359.5006209,-0.702248545,640.6140643,-0.575854238,825.8371676,453.0486842,500.0573426,822.8550889,436.3848323,488.5094094,819.8756454,436.5664357,485.7080715,778.5876665,425.7017434,480.0905145,1054.408242,546.4691683,550.4327847,1309.448869,535.5645933,589.2607703,2
1180.330042,-0.414408901,623.4137094,-0.160660975,473.491123,-0.618665159,472.5153592,0.381208283,360.4691466,-0.445132004,503.0976828,-1.011795348,901.8718757,473.0032411,431.7834147,825.8371676,453.0486842,500.0573426,822.8550889,436.3848323,488.5094094,819.8756454,436.5664357,485.7080715,778.5876665,425.7017434,480.0905145,1054.408242,546.4691683,550.4327847,2
935.8205089,1.339240746,519.9895652,-1.165394822,436.5821331,-1.027326097,390.047445,0.039246189,367.4729716,-0.029978109,473.9191712,-0.176916982,727.9050371,413.3147891,420.6960714,901.8718757,473.0032411,431.7834147,825.8371676,453.0486842,500.0573426,822.8550889,436.3848323,488.5094094,819.8756454,436.5664357,485.7080715,778.5876665,425.7017434,480.0905145,2
728.6936255,0.169659664,673.9013454,-1.433347547,388.7371591,-1.128528452,396.4730374,-0.14403914,337.3048282,-0.79502654,519.4225162,-1.234536823,701.2974855,392.6050983,428.3636722,727.9050371,413.3147891,420.6960714,901.8718757,473.0032411,431.7834147,825.8371676,453.0486842,500.0573426,822.8550889,436.3848323,488.5094094,819.8756454,436.5664357,485.7080715,2
668.9119245,-0.17954479,418.7096893,-1.04422167,398.3053347,-0.276020476,372.037488,-0.153988882,336.5126844,0.198050652,553.9434538,0.403460849,543.8108069,385.1714114,445.2280691,701.2974855,392.6050983,428.3636722,727.9050371,413.3147891,420.6960714,901.8718757,473.0032411,431.7834147,825.8371676,453.0486842,500.0573426,822.8550889,436.3848323,488.5094094,2
213.33182,-0.141228989,419.3298135,-1.591136533,258.3739204,-0.103351396,183.0764948,-0.385838219,158.6140054,1.340215482,481.2739754,1.236167783,316.3308168,220.7252076,319.9439904,543.8108069,385.1714114,445.2280691,701.2974855,392.6050983,428.3636722,727.9050371,413.3147891,420.6960714,901.8718757,473.0032411,431.7834147,825.8371676,453.0486842,500.0573426,2
232.9706509,-1.2328637,388.5313163,-0.924519499,254.8852643,0.452396995,196.2248382,0.92859716,137.4136968,1.068879038,454.1375444,0.9670368,310.7509836,225.5550513,295.7756206,316.3308168,220.7252076,319.9439904,543.8108069,385.1714114,445.2280691,701.2974855,392.6050983,428.3636722,727.9050371,413.3147891,420.6960714,901.8718757,473.0032411,431.7834147,2
229.3019304,-1.899537828,347.0721561,-2.31737709,265.4406939,-1.486925998,169.2148782,0.934242262,133.5072729,-0.292894959,465.4641231,0.334534793,288.1870433,217.3277861,299.485698,310.7509836,225.5550513,295.7756206,316.3308168,220.7252076,319.9439904,543.8108069,385.1714114,445.2280691,701.2974855,392.6050983,428.3636722,727.9050371,413.3147891,420.6960714,2
502.1344802,-1.020778285,330.1546722,-0.276369633,254.7501616,0.333576776,340.9534042,-0.13788178,288.9305276,-0.538213424,575.7051571,0.086355589,416.1445762,297.8517829,432.3178424,288.1870433,217.3277861,299.485698,310.7509836,225.5550513,295.7756206,316.3308168,220.7252076,319.9439904,543.8108069,385.1714114,445.2280691,701.2974855,392.6050983,428.3636722,2
530.8080098,-1.485800254,342.2810958,0.125094548,358.8912147,-0.344887219,326.805514,-0.493276104,282.0968345,-0.255086759,572.4301485,0.057614122,436.5445528,342.8483644,427.2634915,416.1445762,297.8517829,432.3178424,288.1870433,217.3277861,299.485698,310.7509836,225.5550513,295.7756206,316.3308168,220.7252076,319.9439904,543.8108069,385.1714114,445.2280691,2
719.2268462,-1.983549708,320.6828819,-0.466231228,354.0683518,-0.217809113,319.3859838,0.402144811,289.4381623,-0.46937819,571.0553479,-0.129498589,519.9548641,336.7271678,430.2467551,436.5445528,342.8483644,427.2634915,416.1445762,297.8517829,432.3178424,288.1870433,217.3277861,299.485698,310.7509836,225.5550513,295.7756206,316.3308168,220.7252076,319.9439904,2
484.0289382,-0.320224045,303.8360171,0.874177593,329.3163908,-0.309164391,323.1784648,0.001230597,269.4076364,-0.211144703,581.5882648,0.477859524,393.9324777,326.2474278,425.4979506,519.9548641,336.7271678,430.2467551,436.5445528,342.8483644,427.2634915,416.1445762,297.8517829,432.3178424,288.1870433,217.3277861,299.485698,310.7509836,225.5550513,295.7756206,2
483.2925123,1.840755537,275.443654,0.135780944,346.7516678,1.425444096,343.8133883,1.034355905,290.8428317,1.17952178,584.3543852,1.312128536,379.3680832,345.2825281,437.5986085,393.9324777,326.2474278,425.4979506,519.9548641,336.7271678,430.2467551,436.5445528,342.8483644,427.2634915,416.1445762,297.8517829,432.3178424,288.1870433,217.3277861,299.485698,2
485.0480187,0.886173831,414.3289665,0.331104036,376.3901582,-0.308556876,338.4457427,0.214731352,331.6181031,0.782361034,432.2625984,0.788309041,449.6884926,357.4179505,381.9403508,379.3680832,345.2825281,437.5986085,393.9324777,326.2474278,425.4979506,519.9548641,336.7271678,430.2467551,436.5445528,342.8483644,427.2634915,416.1445762,297.8517829,432.3178424,2
514.6821884,-0.163344691,369.4796614,-0.797673693,328.9334405,0.225898725,335.221133,0.379028682,269.7997348,0.103171754,440.1222721,0.635949152,442.0809249,332.0772868,354.9610035,449.6884926,357.4179505,381.9403508,379.3680832,345.2825281,437.5986085,393.9324777,326.2474278,425.4979506,519.9548641,336.7271678,430.2467551,436.5445528,342.8483644,427.2634915,2
466.2487139,2.379872572,404.796951,0.037020264,322.4748566,1.033831539,320.260088,0.103272396,274.3758931,-0.209783145,451.7143491,0.062025777,435.5228325,321.3674723,363.0451211,442.0809249,332.0772868,354.9610035,449.6884926,357.4179505,381.9403508,379.3680832,345.2825281,437.5986085,393.9324777,326.2474278,425.4979506,519.9548641,336.7271678,430.2467551,2
587.7337365,1.341741801,360.6172421,0.702322944,354.9125873,0.340336232,310.9622095,0.233825701,276.7455467,0.057928566,520.8068929,-0.4548384,474.1754893,332.9373984,398.7762198,435.5228325,321.3674723,363.0451211,442.0809249,332.0772868,354.9610035,449.6884926,357.4179505,381.9403508,379.3680832,345.2825281,437.5986085,393.9324777,326.2474278,425.4979506,2
556.7388625,0.154745164,396.9885439,-0.767114012,315.4454497,-0.254521656,300.4166247,-0.200817586,223.1074192,-0.590364411,515.0381489,-0.782637221,476.8637032,307.9310372,369.0727841,474.1754893,332.9373984,398.7762198,435.5228325,321.3674723,363.0451211,442.0809249,332.0772868,354.9610035,449.6884926,357.4179505,381.9403508,379.3680832,345.2825281,437.5986085,2
434.5273247,0.262313427,318.3432687,0.206373985,278.2046976,1.597714679,310.6839169,1.85904045,255.7027431,2.044868891,545.1599378,0.519192427,376.4352967,294.4443073,400.4313405,476.8637032,307.9310372,369.0727841,474.1754893,332.9373984,398.7762198,435.5228325,321.3674723,363.0451211,442.0809249,332.0772868,354.9610035,449.6884926,357.4179505,381.9403508,2
518.4003976,-1.044297846,462.6036122,0.806540027,383.6204017,-0.340053881,256.0647642,-0.171911938,161.617802,-0.721171996,501.9281094,-1.134943601,490.5020049,319.842583,331.7729557,376.4352967,294.4443073,400.4313405,476.8637032,307.9310372,369.0727841,474.1754893,332.9373984,398.7762198,435.5228325,321.3674723,363.0451211,442.0809249,332.0772868,354.9610035,2
509.38021,1.121766345,526.1237891,1.470410045,340.113148,-0.79814566,259.6089591,-0.360610806,153.1483028,0.570109124,488.2168016,-0.14749663,517.7519996,299.8610536,320.6825522,490.5020049,319.842583,331.7729557,376.4352967,294.4443073,400.4313405,476.8637032,307.9310372,369.0727841,474.1754893,332.9373984,398.7762198,435.5228325,321.3674723,363.0451211,2
530.0502166,0.118389612,501.794434,-0.00504351,356.465238,1.090147103,262.4081299,0.23853827,154.7089483,-0.334049423,477.0306455,-0.33681676,515.9223253,309.436684,315.8697969,517.7519996,299.8610536,320.6825522,490.5020049,319.842583,331.7729557,376.4352967,294.4443073,400.4313405,476.8637032,307.9310372,369.0727841,474.1754893,332.9373984,398.7762198,2
508.2771881,-0.814284827,492.5234824,-1.438800708,355.6890789,-0.872876698,258.0005043,0.307997469,161.3407832,0.608955546,471.6696048,0.142470742,500.4003353,306.8447916,316.505194,515.9223253,309.436684,315.8697969,517.7519996,299.8610536,320.6825522,490.5020049,319.842583,331.7729557,376.4352967,294.4443073,400.4313405,476.8637032,307.9310372,369.0727841,2
487.8263018,1.547328204,323.0954009,-0.66609799,397.9745187,-1.439014953,257.1455685,-0.708416153,193.88142,-1.432743217,531.6983902,-1.516044511,405.4608514,327.5600436,362.7899051,500.4003353,306.8447916,316.505194,515.9223253,309.436684,315.8697969,517.7519996,299.8610536,320.6825522,490.5020049,319.842583,331.7729557,376.4352967,294.4443073,400.4313405,2
500.5075745,0.468510614,364.1039839,-0.187963258,374.7743642,0.487217913,272.506673,-0.621739497,190.6482123,-1.207045925,488.1096418,-1.183364971,432.3057792,323.6405186,339.3789271,405.4608514,327.5600436,362.7899051,500.4003353,306.8447916,316.505194,515.9223253,309.436684,315.8697969,517.7519996,299.8610536,320.6825522,490.5020049,319.842583,331.7729557,2
505.0571669,-0.612125751,377.7773369,0.572992869,344.2428954,-0.147128742,277.8325877,-1.095099269,215.581194,-1.221772849,292.1078581,-1.139307307,441.4172519,311.0377416,253.8445261,432.3057792,323.6405186,339.3789271,405.4608514,327.5600436,362.7899051,500.4003353,306.8447916,316.505194,515.9223253,309.436684,315.8697969,517.7519996,299.8610536,320.6825522,2
456.5541225,-1.240629412,386.4871945,-0.945446936,366.4664441,0.452396909,259.456335,0.203848036,187.992197,-1.246344913,373.5628322,-1.371759885,421.5206585,312.9613896,280.7775146,441.4172519,311.0377416,253.8445261,432.3057792,323.6405186,339.3789271,405.4608514,327.5600436,362.7899051,500.4003353,306.8447916,316.505194,515.9223253,309.436684,315.8697969,2
559.032706,0.994147582,393.2296448,-0.051675665,311.9695009,0.784233089,285.1186122,0.342489921,195.4700775,1.14324083,392.6018225,0.807868913,476.1311754,298.5440566,294.03595,421.5206585,312.9613896,280.7775146,441.4172519,311.0377416,253.8445261,432.3057792,323.6405186,339.3789271,405.4608514,327.5600436,362.7899051,500.4003353,306.8447916,316.505194,2
426.743909,-0.344435112,327.4582348,0.242543264,221.7213797,-0.558733897,225.6314442,0.295573519,177.4410747,0.697706275,439.5430244,0.87432885,377.1010719,223.676412,308.4920496,476.1311754,298.5440566,294.03595,421.5206585,312.9613896,280.7775146,441.4172519,311.0377416,253.8445261,432.3057792,323.6405186,339.3789271,405.4608514,327.5600436,362.7899051,2
401.0121127,1.362611043,396.4442561,1.663952121,208.3977792,1.298560723,222.0462533,-0.14844226,149.3124293,0.927793776,478.5994489,0.454748904,398.7281844,215.2220163,313.9559391,377.1010719,223.676412,308.4920496,476.1311754,298.5440566,294.03595,421.5206585,312.9613896,280.7775146,441.4172519,311.0377416,253.8445261,432.3057792,323.6405186,339.3789271,2
379.6201261,0.288075611,327.6021198,0.483236159,214.8184193,-0.576361754,214.573184,-0.082687899,145.8204005,0.806259101,483.2433896,0.631362917,353.611123,214.6958017,314.5318951,398.7281844,215.2220163,313.9559391,377.1010719,223.676412,308.4920496,476.1311754,298.5440566,294.03595,421.5206585,312.9613896,280.7775146,441.4172519,311.0377416,253.8445261,2
412.57401,-0.357502918,322.678668,-0.859564444,251.1076964,0.03279004,226.1854887,0.297744364,152.8202621,-0.022777264,487.8760834,0.292980855,367.626339,238.6465926,320.3481728,353.611123,214.6958017,314.5318951,398.7281844,215.2220163,313.9559391,377.1010719,223.676412,308.4920496,476.1311754,298.5440566,294.03595,421.5206585,312.9613896,280.7775146,2
412.6916212,-1.429702338,402.0614355,-0.237611758,265.2303018,-0.31261697,201.5629612,0.477864556,182.0428091,0.854919024,525.0940808,0.940087452,407.3765284,233.3966315,353.568445,367.626339,238.6465926,320.3481728,353.611123,214.6958017,314.5318951,398.7281844,215.2220163,313.9559391,377.1010719,223.676412,308.4920496,476.1311754,298.5440566,294.03595,2
402.7254246,0.880071998,424.5886726,0.307598336,223.0980833,0.301175668,218.4966179,0.105331001,199.3498371,0.102008246,506.7210501,0.640213909,413.6570486,220.7973506,353.0354436,407.3765284,233.3966315,353.568445,367.626339,238.6465926,320.3481728,353.611123,214.6958017,314.5318951,398.7281844,215.2220163,313.9559391,377.1010719,223.676412,308.4920496,2
304.03489,-0.029961969,448.3395979,0.935652042,355.6590531,-0.186005789,202.432577,0.289329252,277.3410614,0.858651054,311.1050815,0.762062646,376.187244,279.0458151,294.2230715,413.6570486,220.7973506,353.0354436,407.3765284,233.3966315,353.568445,367.626339,238.6465926,320.3481728,353.611123,214.6958017,314.5318951,398.7281844,215.2220163,313.9559391,2
254.2112918,-0.114838419,287.9778658,-0.690189019,298.492862,-0.926555049,200.7766398,0.207748303,191.6504554,0.390359007,373.0161662,0.540369487,271.0945788,249.6347509,282.3333108,376.187244,279.0458151,294.2230715,413.6570486,220.7973506,353.0354436,407.3765284,233.3966315,353.568445,367.626339,238.6465926,320.3481728,353.611123,214.6958017,314.5318951,2
273.7662012,1.628601426,277.2396515,0.294909681,205.1646753,0.276266984,164.5937786,0.158638197,111.0541965,-0.475593989,345.5021379,-0.340193585,275.5029264,184.879227,228.2781672,271.0945788,249.6347509,282.3333108,376.187244,279.0458151,294.2230715,413.6570486,220.7973506,353.0354436,407.3765284,233.3966315,353.568445,367.626339,238.6465926,320.3481728,2
220.6591687,1.254171198,242.6571111,1.025776919,233.4154254,-0.290576678,180.1581707,0.234043633,144.8083988,-1.125487128,428.3766147,-1.192253353,231.6581399,206.7867981,286.5925068,275.5029264,184.879227,228.2781672,271.0945788,249.6347509,282.3333108,376.187244,279.0458151,294.2230715,413.6570486,220.7973506,353.0354436,407.3765284,233.3966315,353.568445,2
100.6850604,0.875788213,256.7531052,-1.356573947,219.4319475,0.330161925,176.9775797,-0.588103719,135.22671,-1.371096348,417.839284,-1.445919522,178.7190828,198.2047636,276.532997,231.6581399,206.7867981,286.5925068,275.5029264,184.879227,228.2781672,271.0945788,249.6347509,282.3333108,376.187244,279.0458151,294.2230715,413.6570486,220.7973506,353.0354436,2
98.79650078,-2.190908742,343.8007873,-0.748259651,226.6058435,-0.791634808,163.1481192,-0.016433353,116.539804,-0.645528862,416.0283254,-0.507183109,221.298644,194.8769814,266.2840647,178.7190828,198.2047636,276.532997,231.6581399,206.7867981,286.5925068,275.5029264,184.879227,228.2781672,271.0945788,249.6347509,282.3333108,376.187244,279.0458151,294.2230715,2
149.050732,1.6860014,364.74057,-0.599166397,223.9899679,0.205286738,186.4468672,1.544395289,89.05825221,-0.478762901,407.9788289,-0.33053835,256.895651,205.2184176,248.5185406,221.298644,194.8769814,266.2840647,178.7190828,198.2047636,276.532997,231.6581399,206.7867981,286.5925068,275.5029264,184.879227,228.2781672,271.0945788,249.6347509,282.3333108,2
411.2487383,0.915657458,256.9681617,-0.46186559,218.8970525,-1.035157065,145.3645367,-0.142091807,101.3530692,-0.7502517,422.1771946,-0.882968942,334.10845,182.1307946,261.7651319,256.895651,205.2184176,248.5185406,221.298644,194.8769814,266.2840647,178.7190828,198.2047636,276.532997,231.6581399,206.7867981,286.5925068,275.5029264,184.879227,228.2781672,2
434.4844182,0.107137551,297.1184492,-0.781852419,235.7887542,-0.90391736,144.8142387,0.142301444,95.90418596,-0.65223567,420.5599973,-0.974640384,365.8014337,190.3014965,258.2320916,334.10845,182.1307946,261.7651319,256.895651,205.2184176,248.5185406,221.298644,194.8769814,266.2840647,178.7190828,198.2047636,276.532997,231.6581399,206.7867981,286.5925068,2
337.1073681,-0.681707856,394.1963937,-0.559444312,147.6052161,-0.123434271,165.9481089,0.774179708,97.1103521,0.108298785,402.927961,-0.408006627,365.6518809,156.7766625,250.0191566,365.8014337,190.3014965,258.2320916,334.10845,182.1307946,261.7651319,256.895651,205.2184176,248.5185406,221.298644,194.8769814,266.2840647,178.7190828,198.2047636,276.532997,2
380.6508952,1.475407245,397.8811785,0.257499394,221.9743378,1.036955562,165.8682589,1.692713961,161.1917137,-0.423706464,498.4451873,-1.291724471,389.2660369,193.9212984,329.8184505,365.6518809,156.7766625,250.0191566,365.8014337,190.3014965,258.2320916,334.10845,182.1307946,261.7651319,256.895651,205.2184176,248.5185406,221.298644,194.8769814,266.2840647,2
391.9867566,0.779812069,442.6505476,1.021505443,216.3016473,0.401346523,183.1021348,-1.230531503,196.2339498,-1.707527152,439.8605217,-1.803281397,417.3186521,199.7018911,318.0472358,389.2660369,193.9212984,329.8184505,365.6518809,156.7766625,250.0191566,365.8014337,190.3014965,258.2320916,334.10845,182.1307946,261.7651319,256.895651,205.2184176,248.5185406,2
670.3363584,-1.788728909,326.746193,1.740542502,251.066536,-0.430585889,192.7530161,-0.839551812,173.9719054,-1.482286414,334.8317652,-1.525715158,498.5412757,221.9097761,254.4018353,417.3186521,199.7018911,318.0472358,389.2660369,193.9212984,329.8184505,365.6518809,156.7766625,250.0191566,365.8014337,190.3014965,258.2320916,334.10845,182.1307946,261.7651319,2
619.74489,0.001140518,392.376734,0.202571897,208.2382521,-0.632756979,186.4971249,-0.355444547,157.9010964,-0.963726122,383.1085376,-1.462056162,506.060812,197.3676885,270.504817,498.5412757,221.9097761,254.4018353,417.3186521,199.7018911,318.0472358,389.2660369,193.9212984,329.8184505,365.6518809,156.7766625,250.0191566,365.8014337,190.3014965,258.2320916,2
641.965098,2.016471852,426.7503904,0.732794182,210.5217532,-0.2320806,180.3128535,0.19056695,169.982179,0.599719738,401.6002467,0.879297948,534.3577442,195.4173034,285.7912129,506.060812,197.3676885,270.504817,498.5412757,221.9097761,254.4018353,417.3186521,199.7018911,318.0472358,389.2660369,193.9212984,329.8184505,365.6518809,156.7766625,250.0191566,2
649.7803236,1.031230746,466.7860538,1.144012223,230.5566382,0.960071602,204.3935639,1.015745392,160.5233477,0.798945176,421.7815206,0.820715064,558.2831887,217.4751011,291.1524342,534.3577442,195.4173034,285.7912129,506.060812,197.3676885,270.504817,498.5412757,221.9097761,254.4018353,417.3186521,199.7018911,318.0472358,389.2660369,193.9212984,329.8184505,2
640.4585633,0.072987104,405.1383367,1.686492222,229.2811255,0.405260964,180.194673,0.772246544,181.8640473,0.667337374,442.1437718,0.801322948,522.79845,204.7378993,312.0039096,558.2831887,217.4751011,291.1524342,534.3577442,195.4173034,285.7912129,506.060812,197.3676885,270.504817,498.5412757,221.9097761,254.4018353,417.3186521,199.7018911,318.0472358,2
622.8552623,-0.93074919,173.7768864,-0.07705242,297.2940968,0.338176689,194.0638691,1.01959835,131.2828295,0.275075597,433.0599761,0.36017478,398.3160744,245.678983,282.1714028,522.79845,204.7378993,312.0039096,558.2831887,217.4751011,291.1524342,534.3577442,195.4173034,285.7912129,506.060812,197.3676885,270.504817,498.5412757,221.9097761,254.4018353,2
683.827854,0.841293428,277.8568002,-1.591884659,239.1804829,1.033258617,185.1453015,0.810082699,127.4267598,0.305318156,427.2320101,0.128259997,480.8423271,212.1628922,277.329385,398.3160744,245.678983,282.1714028,522.79845,204.7378993,312.0039096,558.2831887,217.4751011,291.1524342,534.3577442,195.4173034,285.7912129,506.060812,197.3676885,270.504817,2
720.6615338,0.128151525,425.3467117,-0.303471503,210.4760871,1.200799291,181.7925582,-0.072364355,120.9636915,0.540849899,434.4841964,0.511165525,573.0041228,196.1343227,277.723944,480.8423271,212.1628922,277.329385,398.3160744,245.678983,282.1714028,522.79845,204.7378993,312.0039096,558.2831887,217.4751011,291.1524342,534.3577442,195.4173034,285.7912129,2
740.0037263,-0.851478413,392.3177158,0.39051473,224.6021452,-1.0084021,155.7471976,0.028645767,136.0053915,0.173254146,451.1776497,0.128074969,566.1607211,190.1746714,293.5915206,573.0041228,196.1343227,277.723944,480.8423271,212.1628922,277.329385,398.3160744,245.678983,282.1714028,522.79845,204.7378993,312.0039096,558.2831887,217.4751011,291.1524342,2
737.3416073,-1.817711893,354.3529415,-0.91322691,221.3701007,-0.207687013,150.1045852,0.640659093,149.5723874,0.38983228,455.3360395,0.786298742,545.8472744,185.737343,302.4542135,566.1607211,190.1746714,293.5915206,573.0041228,196.1343227,277.723944,480.8423271,212.1628922,277.329385,398.3160744,245.678983,282.1714028,522.79845,204.7378993,312.0039096,2
503.6882498,-0.095579797,360.7158244,-0.213072569,189.9365429,-0.50956666,143.7117985,0.042699074,185.496622,1.110377035,504.9448435,1.295927127,432.2020371,166.8241707,345.2207328,545.8472744,185.737343,302.4542135,566.1607211,190.1746714,293.5915206,573.0041228,196.1343227,277.723944,480.8423271,212.1628922,277.329385,398.3160744,245.678983,282.1714028,2
310.4312089,1.592813185,427.4105163,0.487343742,191.3103124,0.811071985,169.4210022,0.818601632,244.0676636,1.116572082,405.8938068,1.039189614,368.9208626,180.3656573,324.9807352,432.2020371,166.8241707,345.2207328,545.8472744,185.737343,302.4542135,566.1607211,190.1746714,293.5915206,573.0041228,196.1343227,277.723944,480.8423271,212.1628922,277.329385,2
315.4463919,0.111362393,471.3978368,1.014635124,183.7245555,-1.260862412,165.7204312,0.491804906,155.4752911,0.987803646,333.1331415,1.098259882,393.4221144,174.7224934,244.3042163,368.9208626,180.3656573,324.9807352,432.2020371,166.8241707,345.2207328,545.8472744,185.737343,302.4542135,566.1607211,190.1746714,293.5915206,573.0041228,196.1343227,277.723944,2
166.2307189,-1.047473989,450.5501744,-0.376727856,181.2494119,-1.004769832,146.0083882,-0.556234429,128.1202526,0.194077248,352.1187569,0.664136191,308.3904467,163.6289001,240.1195048,393.4221144,174.7224934,244.3042163,368.9208626,180.3656573,324.9807352,432.2020371,166.8241707,345.2207328,545.8472744,185.737343,302.4542135,566.1607211,190.1746714,293.5915206,2
246.9034519,-0.676749428,438.211095,-1.823883917,172.0604162,0.964997053,203.4155391,-1.300150215,127.2482483,-0.368070381,388.9234765,-0.665511755,342.5572735,187.7379777,258.0858624,308.3904467,163.6289001,240.1195048,393.4221144,174.7224934,244.3042163,368.9208626,180.3656573,324.9807352,432.2020371,166.8241707,345.2207328,545.8472744,185.737343,302.4542135,2
400.0918984,-0.936500084,491.975382,-1.317174403,311.7446763,-1.571691601,205.8737904,-1.15357859,151.8493996,-0.897942462,403.936634,-0.867732216,446.0336402,258.8092334,277.8930168,342.5572735,187.7379777,258.0858624,308.3904467,163.6289001,240.1195048,393.4221144,174.7224934,244.3042163,368.9208626,180.3656573,324.9807352,432.2020371,166.8241707,345.2207328,2
228.893143,-1.696478278,439.6939056,-0.978001285,240.823218,0.157262739,196.7582066,-0.775324306,131.3008613,-1.128903859,430.8473926,-1.092376433,334.2935243,218.7907123,281.074127,446.0336402,258.8092334,277.8930168,342.5572735,187.7379777,258.0858624,308.3904467,163.6289001,240.1195048,393.4221144,174.7224934,244.3042163,368.9208626,180.3656573,324.9807352,2
567.6084424,2.713706542,325.1166898,-0.653473842,483.463401,-1.810315012,241.7284075,0.02848171,155.9327738,-1.570730676,450.7540992,-1.576920051,446.3625661,362.5959043,303.3434365,334.2935243,218.7907123,281.074127,446.0336402,258.8092334,277.8930168,342.5572735,187.7379777,258.0858624,308.3904467,163.6289001,240.1195048,393.4221144,174.7224934,244.3042163,2
819.0931662,1.76664118,404.78709,-0.52212822,412.2658864,-0.125260366,214.3030783,-0.371906332,141.4347972,-1.295865017,443.0010795,-0.733319239,611.9401281,313.2844824,292.2179384,446.3625661,362.5959043,303.3434365,334.2935243,218.7907123,281.074127,446.0336402,258.8092334,277.8930168,342.5572735,187.7379777,258.0858624,308.3904467,163.6289001,240.1195048,2
868.3242017,0.769878573,391.2127093,0.060009574,411.8354028,0.496412812,206.2338772,0.242657263,114.9215549,-0.493625106,430.0462789,-0.454022287,629.7684555,309.03464,272.4839169,611.9401281,313.2844824,292.2179384,446.3625661,362.5959043,303.3434365,334.2935243,218.7907123,281.074127,446.0336402,258.8092334,277.8930168,342.5572735,187.7379777,258.0858624,2
835.6472328,-0.178750758,411.2884128,0.680926664,393.0833093,-0.217866017,201.4481016,0.226781167,108.4794995,-0.457487041,425.6627445,-0.19775127,623.4678228,297.2657055,267.071122,629.7684555,309.03464,272.4839169,611.9401281,313.2844824,292.2179384,446.3625661,362.5959043,303.3434365,334.2935243,218.7907123,281.074127,446.0336402,258.8092334,277.8930168,2
829.2989186,-1.115386885,428.9165989,1.413231141,386.1759708,-0.91239259,214.4059585,-1.030184706,131.6201512,-0.619849745,464.3495131,-0.828564381,629.1077588,300.2909647,297.9848322,623.4678228,297.2657055,267.071122,629.7684555,309.03464,272.4839169,611.9401281,313.2844824,292.2179384,446.3625661,362.5959043,303.3434365,334.2935243,218.7907123,281.074127,2
815.6924803,1.06794151,457.4157066,0.045787728,385.8577586,-0.34520502,217.2392215,-1.322670466,196.2954611,-1.823103435,492.2822245,-1.516577612,636.5540935,301.5484901,344.2888428,629.1077588,300.2909647,297.9848322,623.4678228,297.2657055,267.071122,629.7684555,309.03464,272.4839169,611.9401281,313.2844824,292.2179384,446.3625661,362.5959043,303.3434365,2
798.4175218,0.065351849,434.6228186,0.640849158,378.0001234,0.289416658,211.4375438,-1.611190185,201.692221,-1.932913507,289.8632276,-1.720845548,616.5201702,294.7188336,245.7777243,636.5540935,301.5484901,344.2888428,629.1077588,300.2909647,297.9848322,623.4678228,297.2657055,267.071122,629.7684555,309.03464,272.4839169,611.9401281,313.2844824,292.2179384,2
842.8474501,-0.928164793,403.2236536,1.258065348,379.2372773,-0.269084476,182.20295,-0.288223508,147.7711208,-1.762058801,370.2944951,-1.614055046,623.0355519,280.7201137,259.032808,616.5201702,294.7188336,245.7777243,636.5540935,301.5484901,344.2888428,629.1077588,300.2909647,297.9848322,623.4678228,297.2657055,267.071122,629.7684555,309.03464,272.4839169,2
851.1613538,-2.000093985,454.6278009,1.904063003,384.5502724,-0.976829647,157.6363068,0.419670768,129.8701997,1.46935095,351.2958449,0.42421558,652.8945774,271.0932896,240.5830223,623.0355519,280.7201137,259.032808,616.5201702,294.7188336,245.7777243,636.5540935,301.5484901,344.2888428,629.1077588,300.2909647,297.9848322,623.4678228,297.2657055,267.071122,2
593.1571485,-2.901768875,470.7501214,2.047684439,458.8753509,1.086509482,138.4758544,-0.310831551,160.4749359,1.506983192,425.6376537,1.150169004,531.953635,298.6756027,293.0562948,652.8945774,271.0932896,240.5830223,623.0355519,280.7201137,259.032808,616.5201702,294.7188336,245.7777243,636.5540935,301.5484901,344.2888428,629.1077588,300.2909647,297.9848322,2
377.4950074,2.379788833,276.0712146,1.798241984,228.069996,-0.259924784,96.85551688,1.330960173,143.5842107,1.757731307,432.681596,1.252954643,326.783111,162.4627564,288.1329034,531.953635,298.6756027,293.0562948,652.8945774,271.0932896,240.5830223,623.0355519,280.7201137,259.032808,616.5201702,294.7188336,245.7777243,636.5540935,301.5484901,344.2888428,2
603.657072,1.636389888,399.7561676,2.109569037,279.674128,0.348476967,111.0594341,1.728281446,118.4504981,1.885066557,423.8995326,1.240597144,501.7066198,195.3667811,271.1750154,326.783111,162.4627564,288.1329034,531.953635,298.6756027,293.0562948,652.8945774,271.0932896,240.5830223,623.0355519,280.7201137,259.032808,616.5201702,294.7188336,245.7777243,2
