LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,AvgAlphaPrevious1,AvgBetaPrevious1,AvgGammaPrevious1,AvgAlphaPrevious2,AvgBetaPrevious2,AvgGammaPrevious2,AvgAlphaPrevious3,AvgBetaPrevious3,AvgGammaPrevious3,AvgAlphaPrevious4,AvgBetaPrevious4,AvgGammaPrevious4,AvgAlphaPrevious5,AvgBetaPrevious5,AvgGammaPrevious5,EyeM
325.4032778,-0.54160712,233.0442084,0.177050325,65.56286469,-0.412947253,88.58821893,-0.131268759,83.90982286,0.475985547,148.9784988,0.513126214,252.1107677,74.5034802,123.0819264,238.6570568,103.7442675,92.82677833,240.1046991,107.7447587,95.40406075,238.7126145,111.5159761,139.2735064,215.0847081,123.9801937,159.1290847,0
330.7248042,-1.394436776,210.9170649,0.567866469,95.24075834,1.196860995,88.60721454,0.346186146,85.15699998,0.860122521,159.3736343,0.911821796,279.2237431,77.07554181,116.4441608,252.1107677,74.5034802,123.0819264,238.6570568,103.7442675,92.82677833,240.1046991,107.7447587,95.40406075,238.7126145,111.5159761,139.2735064,0
233.2278341,-1.957919559,148.8175833,0.527248532,98.06459028,0.844565363,84.40434006,0.591011293,91.42750881,1.291976018,175.5505618,0.982224729,270.8209346,91.92398644,122.2653172,279.2237431,77.07554181,116.4441608,252.1107677,74.5034802,123.0819264,238.6570568,103.7442675,92.82677833,240.1046991,107.7447587,95.40406075,0
195.1926288,-2.603645111,120.0594061,0.20030505,78.31449017,0.410545546,88.06672185,-0.156973335,87.00191958,0.707845552,186.0535956,1.351302756,191.0227087,91.23446517,133.4890353,270.8209346,91.92398644,122.2653172,279.2237431,77.07554181,116.4441608,252.1107677,74.5034802,123.0819264,238.6570568,103.7442675,92.82677833,0
170.0623024,2.54050082,130.6363773,0.558397669,88.70447028,0.052071187,88.65487446,0.059390178,100.2934401,0.627381212,198.6002884,0.922714214,157.6260175,83.19060601,136.5277576,191.0227087,91.23446517,133.4890353,270.8209346,91.92398644,122.2653172,279.2237431,77.07554181,116.4441608,252.1107677,74.5034802,123.0819264,0
135.9094258,1.439153175,153.1782838,-1.018149076,85.19337588,0.383955567,96.67555932,0.41933438,80.23809084,0.326698856,183.6733346,0.865981508,150.3493399,88.67967237,149.4468642,157.6260175,83.19060601,136.5277576,191.0227087,91.23446517,133.4890353,270.8209346,91.92398644,122.2653172,279.2237431,77.07554181,116.4441608,0
121.1317151,0.376217152,161.9289602,-0.494000324,80.81673145,-0.135263026,101.8488475,-0.053043829,85.8099457,0.43678922,191.2647435,0.576543806,144.5438548,90.9344676,131.9557127,150.3493399,88.67967237,149.4468642,157.6260175,83.19060601,136.5277576,191.0227087,91.23446517,133.4890353,270.8209346,91.92398644,122.2653172,0
144.2458138,1.713885519,128.2647175,0.222013401,85.27231443,0.604015282,111.3614958,0.02781536,88.34474491,0.835862382,208.364388,1.221249596,141.5303376,91.33278949,138.5373446,144.5438548,90.9344676,131.9557127,150.3493399,88.67967237,149.4468642,157.6260175,83.19060601,136.5277576,191.0227087,91.23446517,133.4890353,0
163.8709746,1.037962026,141.4456949,-0.350893412,109.201256,-1.691982609,124.4951781,-0.062613305,101.0173045,0.917243497,219.2076014,1.057389022,136.2552656,98.31690513,148.3545664,141.5303376,91.33278949,138.5373446,144.5438548,90.9344676,131.9557127,150.3493399,88.67967237,149.4468642,157.6260175,83.19060601,136.5277576,0
244.097536,0.753639155,143.5847804,0.082509164,115.9839368,1.201371966,111.8991453,-0.021027412,95.78082969,-0.07554834,161.2738623,0.323330032,152.6583347,116.8482171,160.1124529,136.2552656,98.31690513,148.3545664,141.5303376,91.33278949,138.5373446,144.5438548,90.9344676,131.9557127,150.3493399,88.67967237,149.4468642,0
286.1350858,0.164600484,169.0364598,0.7464514,121.1712435,-0.452990245,104.7036894,0.515503987,86.83420459,0.527820962,132.292914,0.952206013,193.8411582,113.9415411,128.527346,152.6583347,116.8482171,160.1124529,136.2552656,98.31690513,148.3545664,141.5303376,91.33278949,138.5373446,144.5438548,90.9344676,131.9557127,0
260.9419118,-0.762857134,140.7051267,1.546314367,127.8058502,-0.902523082,117.8290687,0.256914898,77.19590382,0.391539804,132.4720385,0.515139519,227.5857728,112.9374665,109.5635593,193.8411582,113.9415411,128.527346,152.6583347,116.8482171,160.1124529,136.2552656,98.31690513,148.3545664,141.5303376,91.33278949,138.5373446,0
292.6489252,-1.930358765,124.7940768,1.009534565,148.4181458,-0.569164228,99.83210157,0.198033531,74.57084197,0.849312174,161.0483133,1.081826927,200.8235192,122.8174595,104.8339712,227.5857728,112.9374665,109.5635593,193.8411582,113.9415411,128.527346,152.6583347,116.8482171,160.1124529,136.2552656,98.31690513,148.3545664,0
322.5241017,0.171486147,146.5464086,-0.342446863,133.0349498,1.208353428,112.4033606,1.047042341,73.03411846,0.648957709,166.8929024,0.581579533,208.721501,124.1251237,117.8095777,200.8235192,122.8174595,104.8339712,227.5857728,112.9374665,109.5635593,193.8411582,113.9415411,128.527346,152.6583347,116.8482171,160.1124529,0
300.2061331,-0.618569757,163.6163477,0.603172819,108.6052456,-0.647539913,105.1558418,0.589037589,100.3993375,-1.016357239,196.5447809,-1.193168008,234.5352551,122.7191552,119.9635104,208.721501,124.1251237,117.8095777,200.8235192,122.8174595,104.8339712,227.5857728,112.9374665,109.5635593,193.8411582,113.9415411,128.527346,0
308.2565056,-1.607501907,147.3049774,1.262809002,113.9765121,-0.908958202,103.8299337,0.035741793,81.11553601,-0.150398326,193.5620624,-0.309336189,231.9112404,106.8805437,148.4720592,234.5352551,122.7191552,119.9635104,208.721501,124.1251237,117.8095777,200.8235192,122.8174595,104.8339712,227.5857728,112.9374665,109.5635593,0
311.2614863,0.663497853,139.5340888,1.919605927,117.5235327,-0.40030915,95.32752562,0.12805513,103.9712925,-0.797600257,235.4341552,-0.812657773,227.7807415,108.9032229,137.3387992,231.9112404,106.8805437,148.4720592,234.5352551,122.7191552,119.9635104,208.721501,124.1251237,117.8095777,200.8235192,122.8174595,104.8339712,0
298.2891995,-0.273450462,136.7016702,0.408530579,120.5254945,1.462981362,98.28732554,-0.322643657,90.12739586,-0.25716239,220.0676382,-0.600259884,225.3977876,106.4255291,169.7027239,227.7807415,108.9032229,137.3387992,231.9112404,106.8805437,148.4720592,234.5352551,122.7191552,119.9635104,208.721501,124.1251237,117.8095777,0
257.4466266,1.873408954,114.3773108,1.052988091,113.0744893,-2.162028579,91.18781644,-0.283411367,98.80615681,0.179469042,213.4243748,0.070439778,217.4954349,109.40641,155.0975171,225.3977876,106.4255291,169.7027239,227.7807415,108.9032229,137.3387992,231.9112404,106.8805437,148.4720592,234.5352551,122.7191552,119.9635104,0
182.5441307,0.684912777,121.9669507,-0.175927122,130.8868228,0.726110045,100.8820052,0.724201163,87.85193298,-0.030698165,225.1317914,-0.546028089,185.9119687,102.1311529,156.1152658,217.4954349,109.40641,155.0975171,225.3977876,106.4255291,169.7027239,227.7807415,108.9032229,137.3387992,231.9112404,106.8805437,148.4720592,0
114.5288808,0.499232773,137.1005692,0.606081189,127.5009989,-0.029905678,90.35369287,-0.250527128,124.6901371,-0.710399437,236.9037906,-1.004324185,152.2555407,115.884414,156.4918622,185.9119687,102.1311529,156.1152658,217.4954349,109.40641,155.0975171,225.3977876,106.4255291,169.7027239,227.7807415,108.9032229,137.3387992,0
128.4622201,-0.469802651,121.5886844,0.901016714,130.0987626,0.597262412,104.7339921,0.123445465,113.1221573,-0.216647714,240.5948794,-0.902616219,125.814725,108.9273459,180.7969638,152.2555407,115.884414,156.4918622,185.9119687,102.1311529,156.1152658,217.4954349,109.40641,155.0975171,225.3977876,106.4255291,169.7027239,0
144.9566064,-1.457584967,147.5148134,-0.868553656,175.6737922,-0.060175732,103.0204272,-0.077953743,129.7357566,-0.827519009,164.8885586,-1.178784833,125.0254523,117.4163773,176.8585184,125.814725,108.9273459,180.7969638,152.2555407,115.884414,156.4918622,185.9119687,102.1311529,156.1152658,217.4954349,109.40641,155.0975171,0
173.6557212,-2.387097802,197.5864795,-2.660202631,126.6424394,-0.946289818,114.5026935,-0.967953867,128.3756124,-0.723957294,225.0668208,-1.306779713,146.2357099,139.3471097,147.3121576,125.0254523,117.4163773,176.8585184,125.814725,108.9273459,180.7969638,152.2555407,115.884414,156.4918622,185.9119687,102.1311529,156.1152658,0
145.07945,2.219151691,124.4729702,-0.538912322,135.7369885,-0.171153672,132.3662259,0.480814131,129.8446786,-0.989931327,295.7863945,-1.579176452,185.6211003,120.5725664,176.7212166,146.2357099,139.3471097,147.3121576,125.0254523,117.4163773,176.8585184,125.814725,108.9273459,180.7969638,152.2555407,115.884414,156.4918622,0
710.5798093,2.35080404,306.8741396,2.193332442,317.9280203,2.27926269,186.5254541,1.958270917,164.3994021,1.272406826,302.5234003,0.797753304,134.7762101,134.0516072,212.8155366,185.6211003,120.5725664,176.7212166,146.2357099,139.3471097,147.3121576,125.0254523,117.4163773,176.8585184,125.814725,108.9273459,180.7969638,0
643.8223132,2.106594624,256.5304322,1.00012304,180.876905,0.629053286,153.7781872,1.047881483,140.9635682,1.079852866,278.4911981,1.034916368,508.7269744,252.2267372,233.4614012,134.7762101,134.0516072,212.8155366,185.6211003,120.5725664,176.7212166,146.2357099,139.3471097,147.3121576,125.0254523,117.4163773,176.8585184,0
378.2932689,1.184482713,262.1386529,-0.249202366,131.8055646,0.504647405,96.64870013,-0.386029348,116.4170499,0.479056295,274.3020604,0.525597114,450.1763727,167.3275461,209.7273831,508.7269744,252.2267372,233.4614012,134.7762101,134.0516072,212.8155366,185.6211003,120.5725664,176.7212166,146.2357099,139.3471097,147.3121576,0
521.1760613,0.551662998,252.1127196,0.244940587,138.0193932,-0.378286517,119.8178677,0.743069596,119.9104085,0.392578992,301.2375877,0.243087909,320.2159609,114.2271324,195.3595551,450.1763727,167.3275461,209.7273831,508.7269744,252.2267372,233.4614012,134.7762101,134.0516072,212.8155366,185.6211003,120.5725664,176.7212166,0
476.9339718,-0.399574239,271.075231,0.889363616,136.3472958,0.024647136,115.6535523,0.338785397,129.6639516,0.993323601,314.0622432,1.049488825,386.6443905,128.9186305,210.5739981,320.2159609,114.2271324,195.3595551,450.1763727,167.3275461,209.7273831,508.7269744,252.2267372,233.4614012,134.7762101,134.0516072,212.8155366,0
517.5826411,-1.33678266,270.5908387,-2.080837658,177.9774598,-0.444913772,125.159546,0.266342259,109.4741002,0.483203681,294.3052708,0.416279496,374.0046014,126.000424,221.8630974,386.6443905,128.9186305,210.5739981,320.2159609,114.2271324,195.3595551,450.1763727,167.3275461,209.7273831,508.7269744,252.2267372,233.4614012,0
852.4867578,-1.876906662,677.7581296,-1.348244145,347.8272139,-0.92833179,256.2079597,-0.77817325,187.5058635,-0.294369719,359.5275298,-0.015643021,394.0867399,151.5685029,201.8896855,374.0046014,126.000424,221.8630974,386.6443905,128.9186305,210.5739981,320.2159609,114.2271324,195.3595551,450.1763727,167.3275461,209.7273831,0
634.1431803,-0.076793661,500.6363296,-0.95773034,132.6331224,-0.098735792,139.2127696,0.146764178,123.681717,0.688228751,330.0285405,1.126658344,765.1224437,302.0175868,273.5166967,394.0867399,151.5685029,201.8896855,374.0046014,126.000424,221.8630974,386.6443905,128.9186305,210.5739981,320.2159609,114.2271324,195.3595551,0
663.6717378,-1.025140716,427.0557058,-0.255611697,149.9684241,0.588238121,144.5840789,-0.058453517,137.6856484,0.482160812,355.1047328,0.989224586,567.389755,135.922946,226.8551287,765.1224437,302.0175868,273.5166967,394.0867399,151.5685029,201.8896855,374.0046014,126.000424,221.8630974,386.6443905,128.9186305,210.5739981,0
691.6071854,-1.935801761,443.5947956,-1.684867357,165.1435279,-1.288733531,141.9839835,0.105172044,156.1858096,0.519651179,292.1581789,0.670105522,545.3637218,147.2762515,246.3951906,567.389755,135.922946,226.8551287,765.1224437,302.0175868,273.5166967,394.0867399,151.5685029,201.8896855,374.0046014,126.000424,221.8630974,0
686.103822,-0.698343083,538.0566509,-0.981731123,327.452222,-1.116644106,227.4384254,-0.439749725,199.9122835,-0.135032205,235.9709267,0.258354402,567.6009905,153.5637557,224.1719942,545.3637218,147.2762515,246.3951906,567.389755,135.922946,226.8551287,765.1224437,302.0175868,273.5166967,394.0867399,151.5685029,201.8896855,0
559.8682981,-0.818681339,378.2698207,-0.44775061,243.0404542,-0.689276978,124.8300238,-0.149249714,134.7596227,0.134285204,227.7235053,0.421198024,612.0802364,277.4453237,217.9416051,567.6009905,153.5637557,224.1719942,545.3637218,147.2762515,246.3951906,567.389755,135.922946,226.8551287,765.1224437,302.0175868,273.5166967,0
599.8613692,1.332905233,346.829889,0.040665543,151.5370515,1.321554642,159.7849551,0.986627369,106.2102079,0.827432471,244.146298,0.893157926,469.0690594,183.935239,181.241564,612.0802364,277.4453237,217.9416051,567.6009905,153.5637557,224.1719942,545.3637218,147.2762515,246.3951906,567.389755,135.922946,226.8551287,0
461.4769985,0.25875395,353.3298881,-1.33085712,123.6774073,-0.414893568,116.3232445,0.540042446,84.80740725,-0.951166384,226.4347822,-0.975260715,473.3456291,155.6610033,175.178253,469.0690594,183.935239,181.241564,612.0802364,277.4453237,217.9416051,567.6009905,153.5637557,224.1719942,545.3637218,147.2762515,246.3951906,0
468.6021983,-0.613737293,343.7296017,-0.768088229,135.1342112,0.21699472,119.7756026,0.060379478,92.70088826,-0.895947974,245.6664249,-1.192533098,407.4034433,120.0003259,155.6210947,473.3456291,155.6610033,175.178253,469.0690594,183.935239,181.241564,612.0802364,277.4453237,217.9416051,567.6009905,153.5637557,224.1719942,0
375.7871787,-1.47243365,294.9682788,-2.514646578,139.3242202,0.627053001,114.9677762,0.263687388,76.74109834,-0.714514371,254.0112409,-0.723784597,406.1659,127.4549069,169.1836566,407.4034433,120.0003259,155.6210947,473.3456291,155.6610033,175.178253,469.0690594,183.935239,181.241564,612.0802364,277.4453237,217.9416051,0
480.9501686,2.14517488,332.9365432,2.286119876,309.0514487,2.223180819,229.077849,2.420771292,184.9036562,1.779988259,332.5828389,0.752785343,335.3777288,127.1459982,165.3761696,406.1659,127.4549069,169.1836566,407.4034433,120.0003259,155.6210947,473.3456291,155.6610033,175.178253,469.0690594,183.935239,181.241564,0
291.205293,2.304172411,151.0819982,1.526024327,182.1205553,1.999593941,96.08173153,0.332939097,122.6367906,-0.617489908,290.1839989,-1.146857749,406.9433559,269.0646489,258.7432475,335.3777288,127.1459982,165.3761696,406.1659,127.4549069,169.1836566,407.4034433,120.0003259,155.6210947,473.3456291,155.6610033,175.178253,0
158.0145284,-0.085239126,87.11841481,0.06948991,121.4703128,-0.931201039,88.56995513,-0.494662972,82.65470932,-0.127056398,268.7372335,-0.715822891,221.1436456,139.1011434,206.4103948,406.9433559,269.0646489,258.7432475,335.3777288,127.1459982,165.3761696,406.1659,127.4549069,169.1836566,407.4034433,120.0003259,155.6210947,0
227.7292274,1.810752892,130.1843472,2.216693818,104.1885631,1.211040585,92.07659211,0.481792884,82.10842461,0.332844556,271.7859048,-0.403193014,122.5664716,105.020134,175.6959714,221.1436456,139.1011434,206.4103948,406.9433559,269.0646489,258.7432475,335.3777288,127.1459982,165.3761696,406.1659,127.4549069,169.1836566,0
199.4759694,1.415905972,158.5090102,2.675261439,145.4002794,0.192025175,115.4248055,-1.059650174,99.09699019,-2.10347835,318.2005428,-1.922991074,178.9567873,98.1325776,176.9471647,122.5664716,105.020134,175.6959714,221.1436456,139.1011434,206.4103948,406.9433559,269.0646489,258.7432475,335.3777288,127.1459982,165.3761696,0
145.8137506,0.17303212,131.7897549,0.846325774,123.8631561,0.057122884,121.5442228,-0.305810108,108.3237655,-2.084894716,327.5106982,-1.983700746,178.9924898,130.4125424,208.6487665,178.9567873,98.1325776,176.9471647,122.5664716,105.020134,175.6959714,221.1436456,139.1011434,206.4103948,406.9433559,269.0646489,258.7432475,0
149.9240678,-1.068141135,138.0203849,1.016646637,148.0956359,-0.205700282,101.7530647,-1.283650241,91.80478333,-1.624628871,174.8162948,-1.54008606,138.8017527,122.7036894,217.9172318,178.9924898,130.4125424,208.6487665,178.9567873,98.1325776,176.9471647,122.5664716,105.020134,175.6959714,221.1436456,139.1011434,206.4103948,0
165.697378,1.158189507,146.3021379,1.074820793,99.30378408,-1.47805795,99.92752959,-0.650622102,120.3268472,-1.984230002,217.6536737,-1.677910277,143.9722263,124.9243503,133.310539,138.8017527,122.7036894,217.9172318,178.9924898,130.4125424,208.6487665,178.9567873,98.1325776,176.9471647,122.5664716,105.020134,175.6959714,0
170.0674598,0.383996607,128.567107,-0.250585163,94.43736219,1.275098778,93.77313039,-0.066823692,107.631545,-1.61682649,288.5421736,-1.601253776,155.999758,99.61565684,168.9902604,143.9722263,124.9243503,133.310539,138.8017527,122.7036894,217.9172318,178.9924898,130.4125424,208.6487665,178.9567873,98.1325776,176.9471647,0
156.0928673,-0.524525942,121.5945653,0.519902266,86.6160338,2.120414459,87.94422576,-0.650992761,88.52272835,1.485013526,257.4356186,0.710589185,149.3172834,94.10524629,198.0868593,155.999758,99.61565684,168.9902604,143.9722263,124.9243503,133.310539,138.8017527,122.7036894,217.9172318,178.9924898,130.4125424,208.6487665,0
133.3206083,-1.287256,147.1665002,1.083309108,70.1733385,0.23303102,102.6076222,0.447312956,80.71367166,0.233601642,269.771629,0.715281395,138.8437163,87.28012978,172.9791735,149.3172834,94.10524629,198.0868593,155.999758,99.61565684,168.9902604,143.9722263,124.9243503,133.310539,138.8017527,122.7036894,217.9172318,0
125.7679197,0.961020206,148.1011256,-0.450873255,74.7584616,0.961514898,119.201577,0.457032621,78.18474336,0.434542691,274.9491638,0.584136946,140.2435543,86.39048034,175.2426503,138.8437163,87.28012978,172.9791735,149.3172834,94.10524629,198.0868593,155.999758,99.61565684,168.9902604,143.9722263,124.9243503,133.310539,0
84.91238844,-0.280578869,180.5131956,0.245363609,90.74222059,0.622645397,109.2057297,-0.402526622,90.38134203,0.921652697,308.6352477,0.740650358,136.9345226,96.9800193,176.5669536,140.2435543,86.39048034,175.2426503,138.8437163,87.28012978,172.9791735,149.3172834,94.10524629,198.0868593,155.999758,99.61565684,168.9902604,0
100.0752285,-0.856695738,165.7020264,0.47520925,73.27332994,-0.026951079,119.0817614,0.138007151,98.84828954,0.223427357,315.6947439,0.685154037,132.712792,99.97397515,199.5082949,136.9345226,96.9800193,176.5669536,140.2435543,86.39048034,175.2426503,138.8437163,87.28012978,172.9791735,149.3172834,94.10524629,198.0868593,0
155.9873351,0.405961564,73.29221176,1.064425595,109.3298192,-0.554521201,115.9295804,-0.209670977,93.79612693,0.64698943,310.2846066,0.676164638,132.8886274,96.17754566,207.2715167,132.712792,99.97397515,199.5082949,136.9345226,96.9800193,176.5669536,140.2435543,86.39048034,175.2426503,138.8437163,87.28012978,172.9791735,0
179.6509081,-0.465988885,94.33050924,-1.727215427,114.2366688,-0.944927355,117.1805725,0.057858697,95.40242935,0.936272418,305.0867021,0.671266259,114.6397734,112.6296998,202.0403668,132.8886274,96.17754566,207.2715167,132.712792,99.97397515,199.5082949,136.9345226,96.9800193,176.5669536,140.2435543,86.39048034,175.2426503,0
176.3562791,1.730021947,127.4835173,-1.376369599,90.70254684,0.50999521,111.3023035,0.028582833,92.68103591,0.777026801,333.9203261,1.116100265,136.9907087,115.7086206,200.2445657,114.6397734,112.6296998,202.0403668,132.8886274,96.17754566,207.2715167,132.712792,99.97397515,199.5082949,136.9345226,96.9800193,176.5669536,0
236.1575737,0.744156926,112.4561177,0.757689188,93.37423239,1.956852129,125.140377,-0.176618942,127.5113863,0.870911645,397.0614,1.072151906,151.9198982,101.0024252,213.300681,136.9907087,115.7086206,200.2445657,114.6397734,112.6296998,202.0403668,132.8886274,96.17754566,207.2715167,132.712792,99.97397515,199.5082949,0
