LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,AvgAlpha ,AvgBeta,AvgGamma,AvgAlphaPrevious1,AvgBetaPrevious1,AvgGammaPrevious1,AvgAlphaPrevious2,AvgBetaPrevious2,AvgGammaPrevious2,AvgAlphaPrevious3,AvgBetaPrevious3,AvgGammaPrevious3,AvgAlphaPrevious4,AvgBetaPrevious4,AvgGammaPrevious4,AvgAlphaPrevious5,AvgBetaPrevious5,AvgGammaPrevious5,eyesC
177.1779958,-0.123035354,203.9990367,0.8940371,227.5260095,0.142070103,164.7767415,-0.225545983,114.9393703,0.029024977,338.7811109,-0.246839668,190.5885163,196.1513755,226.8602406,230.4526308,195.897677,236.5852261,215.5571945,182.8734459,231.3273719,211.3658508,179.0958943,183.7781572,168.2284354,174.0694123,281.148086,163.9139675,163.8051323,310.387356,2
196.4029955,-0.924761217,166.5754957,0.342635397,265.8707823,-0.383971205,184.8407636,-0.952183269,132.7550175,-0.508543534,343.3855297,-0.443928645,181.4892456,225.355773,238.0702736,190.5885163,196.1513755,226.8602406,230.4526308,195.897677,236.5852261,215.5571945,182.8734459,231.3273719,211.3658508,179.0958943,183.7781572,168.2284354,174.0694123,281.148086,2
273.329283,-2.173424177,249.4954328,-0.544497851,184.4402296,1.256501992,198.0481148,-0.460798914,145.7439962,-1.25172643,370.8871645,-1.072819158,261.4123579,191.2441722,258.3155804,181.4892456,225.355773,238.0702736,190.5885163,196.1513755,226.8602406,230.4526308,195.897677,236.5852261,215.5571945,182.8734459,231.3273719,211.3658508,179.0958943,183.7781572,2
245.1239279,-0.111148152,225.6894967,-2.187555859,188.0539979,0.752264874,202.4558066,-1.372718953,156.8574428,-1.467897031,380.0032594,-1.058210108,235.4067123,195.2549023,268.4303511,261.4123579,191.2441722,258.3155804,181.4892456,225.355773,238.0702736,190.5885163,196.1513755,226.8602406,230.4526308,195.897677,236.5852261,215.5571945,182.8734459,231.3273719,2
205.6528113,0.236433752,381.4498369,-1.509677293,248.7994064,-0.852381936,182.2992008,-0.24939466,183.3632091,-0.765556608,404.860649,-0.702375108,293.5513241,215.5493036,294.1119291,235.4067123,195.2549023,268.4303511,261.4123579,191.2441722,258.3155804,181.4892456,225.355773,238.0702736,190.5885163,196.1513755,226.8602406,230.4526308,195.897677,236.5852261,2
634.3552671,1.84192308,200.2460923,1.144833118,275.0547537,-2.257776675,175.5522219,0.059148913,142.7614004,-0.2468366,383.7476008,0.039403896,417.3006797,225.3034878,263.2545006,293.5513241,215.5493036,294.1119291,235.4067123,195.2549023,268.4303511,261.4123579,191.2441722,258.3155804,181.4892456,225.355773,238.0702736,190.5885163,196.1513755,226.8602406,2
856.6830346,1.041030631,379.7208464,2.476331765,182.3282677,0.571194491,200.5542483,1.169052729,160.938497,-1.225923108,395.7769156,-0.396645257,618.2019405,191.441258,278.3577063,417.3006797,225.3034878,263.2545006,293.5513241,215.5493036,294.1119291,235.4067123,195.2549023,268.4303511,261.4123579,191.2441722,258.3155804,181.4892456,225.355773,238.0702736,2
718.3607312,-0.117199531,293.4222418,-0.550219887,183.5933798,1.027719149,199.2858852,-0.936182368,172.6127914,-1.154384758,442.6932242,-1.451573046,505.8914865,191.4396325,307.6530078,618.2019405,191.441258,278.3577063,417.3006797,225.3034878,263.2545006,293.5513241,215.5493036,294.1119291,235.4067123,195.2549023,268.4303511,261.4123579,191.2441722,258.3155804,2
682.3759909,-1.184868704,368.297091,-0.156685247,227.883914,-0.811293619,213.193502,-0.32763933,135.3648685,-1.361993795,431.5812685,-1.638014296,525.336541,220.538708,283.4730685,505.8914865,191.4396325,307.6530078,618.2019405,191.441258,278.3577063,417.3006797,225.3034878,263.2545006,293.5513241,215.5493036,294.1119291,235.4067123,195.2549023,268.4303511,2
647.5384839,1.073590328,331.4927418,0.427319803,241.0424615,0.42939321,170.1909467,0.281543813,146.1038783,-0.754508677,229.7375261,-1.178466425,489.5156129,205.6167041,187.9207022,525.336541,220.538708,283.4730685,505.8914865,191.4396325,307.6530078,618.2019405,191.441258,278.3577063,417.3006797,225.3034878,263.2545006,293.5513241,215.5493036,294.1119291,2
628.1026156,0.159171531,323.8820523,-0.534606319,234.0982696,-0.079155739,157.1386909,-1.0709554,138.8573713,-1.103892739,243.0791219,-1.073092674,475.992334,195.6184803,190.9682466,489.5156129,205.6167041,187.9207022,525.336541,220.538708,283.4730685,505.8914865,191.4396325,307.6530078,618.2019405,191.441258,278.3577063,417.3006797,225.3034878,263.2545006,2
659.6488974,-0.779172079,290.1825412,1.535482539,234.1063904,0.727393709,166.2694451,-0.189707288,134.263025,-0.779836947,339.1194454,-1.144035071,474.9157193,200.1879178,236.6912352,475.992334,195.6184803,190.9682466,489.5156129,205.6167041,187.9207022,525.336541,220.538708,283.4730685,505.8914865,191.4396325,307.6530078,618.2019405,191.441258,278.3577063,2
669.7881475,-1.701647096,297.3109934,1.896744995,233.6172555,1.170381016,160.1372888,0.270398311,116.9044626,0.965680152,319.6723087,0.135232474,483.5495705,196.8772722,218.2883857,474.9157193,200.1879178,236.6912352,475.992334,195.6184803,190.9682466,489.5156129,205.6167041,187.9207022,525.336541,220.538708,283.4730685,505.8914865,191.4396325,307.6530078,2
645.6772812,-2.492153474,243.3242913,0.217185519,223.5728592,-0.445517434,159.1430309,0.431060474,136.185766,0.930865513,333.1673406,0.928044036,444.5007863,191.3579451,234.6765533,483.5495705,196.8772722,218.2883857,474.9157193,200.1879178,236.6912352,475.992334,195.6184803,190.9682466,489.5156129,205.6167041,187.9207022,525.336541,220.538708,283.4730685,2
598.9629869,2.616027467,369.2070788,1.61281378,286.011251,1.451491638,149.7687881,0.576211627,124.5149212,1.200154873,326.6862539,0.481630865,484.0850329,217.8900196,225.6005876,444.5007863,191.3579451,234.6765533,483.5495705,196.8772722,218.2883857,474.9157193,200.1879178,236.6912352,475.992334,195.6184803,190.9682466,489.5156129,205.6167041,187.9207022,2
173.4849911,2.138390093,214.6766483,0.272583417,326.0839085,1.050065181,158.5618666,0.18516765,112.5275761,0.541266649,351.7722766,0.435412267,194.0808197,242.3228876,232.1499264,484.0850329,217.8900196,225.6005876,444.5007863,191.3579451,234.6765533,483.5495705,196.8772722,218.2883857,474.9157193,200.1879178,236.6912352,475.992334,195.6184803,190.9682466,2
355.3843892,-2.448252272,347.3640521,-1.09832163,326.8499737,-0.501271184,148.6988099,0.382243163,111.1240846,0.460154959,360.3453008,0.521316175,351.3742207,237.7743918,235.7346927,194.0808197,242.3228876,232.1499264,484.0850329,217.8900196,225.6005876,444.5007863,191.3579451,234.6765533,483.5495705,196.8772722,218.2883857,474.9157193,200.1879178,236.6912352,2
421.0283822,2.51324953,262.8652008,-0.686956744,246.2189214,0.39301479,164.305353,0.513321681,111.7232602,0.772892182,366.2380989,1.030472396,341.9467915,205.2621372,238.9806796,351.3742207,237.7743918,235.7346927,194.0808197,242.3228876,232.1499264,484.0850329,217.8900196,225.6005876,444.5007863,191.3579451,234.6765533,483.5495705,196.8772722,218.2883857,2
427.0130018,1.928640942,287.3628051,-0.157649062,250.8341813,1.185388107,150.613559,0.100610825,106.8159467,-0.643976018,364.3136953,-0.284987586,357.1879035,200.7238702,235.564821,341.9467915,205.2621372,238.9806796,351.3742207,237.7743918,235.7346927,194.0808197,242.3228876,232.1499264,484.0850329,217.8900196,225.6005876,444.5007863,191.3579451,234.6765533,2
439.1943773,1.23873786,298.9835122,-1.719269607,250.0108925,-0.473667408,159.6299838,-0.181777474,97.17105586,0.517567592,368.2185071,0.688038637,369.0889448,204.8204382,232.6947815,357.1879035,200.7238702,235.564821,341.9467915,205.2621372,238.9806796,351.3742207,237.7743918,235.7346927,194.0808197,242.3228876,232.1499264,484.0850329,217.8900196,225.6005876,2
373.3084438,0.636932282,264.3916949,-0.857523052,242.6488473,0.381649475,160.2944563,0.530383976,128.8832622,0.926854559,424.5402133,1.232318547,318.8500694,201.4716518,276.7117378,369.0889448,204.8204382,232.6947815,357.1879035,200.7238702,235.564821,341.9467915,205.2621372,238.9806796,351.3742207,237.7743918,235.7346927,194.0808197,242.3228876,232.1499264,2
335.781622,-1.051857837,257.1941213,-0.449403275,192.1651109,1.048795282,182.9414257,0.386417541,166.7953314,0.715527708,367.8455924,0.88173695,296.4878717,187.5532683,267.3204619,318.8500694,201.4716518,276.7117378,369.0889448,204.8204382,232.6947815,357.1879035,200.7238702,235.564821,341.9467915,205.2621372,238.9806796,351.3742207,237.7743918,235.7346927,2
499.4219519,0.704384699,253.2327469,0.099936712,211.5535131,-0.654901186,137.0144108,-0.959748918,128.6631394,0.460932393,172.9801287,0.844277865,376.3273494,174.283962,150.8216341,296.4878717,187.5532683,267.3204619,318.8500694,201.4716518,276.7117378,369.0889448,204.8204382,232.6947815,357.1879035,200.7238702,235.564821,341.9467915,205.2621372,238.9806796,2
349.3205527,0.104785977,101.736716,-0.543699645,242.9320392,0.220123985,188.3063531,-1.259716528,206.9474197,-1.537141961,714.947833,-1.587784262,225.5286344,215.6191962,460.9476264,376.3273494,174.283962,150.8216341,296.4878717,187.5532683,267.3204619,318.8500694,201.4716518,276.7117378,369.0889448,204.8204382,232.6947815,357.1879035,200.7238702,235.564821,2
333.8106371,-0.794873768,191.6417856,-0.999264666,222.5499779,-0.407313962,166.4940584,-1.145186586,198.9025542,-1.595610303,739.06341,-1.821959777,262.7262114,194.5220182,468.9829821,225.5286344,215.6191962,460.9476264,376.3273494,174.283962,150.8216341,296.4878717,187.5532683,267.3204619,318.8500694,201.4716518,276.7117378,369.0889448,204.8204382,232.6947815,2
412.5360887,-1.746237589,153.5413954,-1.959062057,210.9132823,1.522038821,150.1290052,-0.474220152,133.5473492,-1.253494897,699.423542,-1.443967714,283.0387421,180.5211438,416.4854456,262.7262114,194.5220182,468.9829821,225.5286344,215.6191962,460.9476264,376.3273494,174.283962,150.8216341,296.4878717,187.5532683,267.3204619,318.8500694,201.4716518,276.7117378,2
339.4589136,-2.257641934,157.4449817,0.035406128,235.0994216,0.22620447,178.5798165,-1.032818278,134.5719302,-0.854728182,734.1667343,-0.94270293,248.4519477,206.8396191,434.3693323,283.0387421,180.5211438,416.4854456,262.7262114,194.5220182,468.9829821,225.5286344,215.6191962,460.9476264,376.3273494,174.283962,150.8216341,296.4878717,187.5532683,267.3204619,2
271.1585679,0.104296294,192.2955006,0.772667237,217.3516945,-0.297817391,152.9330795,-0.191240252,100.9550429,-0.466628355,704.288544,-0.865587212,231.7270343,185.142387,402.6217935,248.4519477,206.8396191,434.3693323,283.0387421,180.5211438,416.4854456,262.7262114,194.5220182,468.9829821,225.5286344,215.6191962,460.9476264,376.3273494,174.283962,150.8216341,2
311.9853668,0.172004098,183.0891701,-0.869404114,219.5840346,0.1816081,144.28427,-0.053081597,98.81520488,-0.513729576,693.7722055,-0.456197968,247.5372685,181.9341523,396.2937052,231.7270343,185.142387,402.6217935,248.4519477,206.8396191,434.3693323,283.0387421,180.5211438,416.4854456,262.7262114,194.5220182,468.9829821,225.5286344,215.6191962,460.9476264,2
228.4770264,-0.163621985,329.1811812,-0.743289564,219.9152776,0.480238166,144.5459285,-0.237150714,102.746257,-0.40583479,696.2183274,-0.51275278,278.8291038,182.2306031,399.4822922,247.5372685,181.9341523,396.2937052,231.7270343,185.142387,402.6217935,248.4519477,206.8396191,434.3693323,283.0387421,180.5211438,416.4854456,262.7262114,194.5220182,468.9829821,2
248.6059856,-1.189516647,223.3375626,0.350024097,273.5146219,-0.250567518,182.5228778,-1.040376257,235.4291223,-2.02566574,826.8383754,-1.83353232,235.9717741,228.0187499,531.1337489,278.8291038,182.2306031,399.4822922,247.5372685,181.9341523,396.2937052,231.7270343,185.142387,402.6217935,248.4519477,206.8396191,434.3693323,283.0387421,180.5211438,416.4854456,2
448.5882371,-2.102456771,330.4088453,-2.254028903,322.5085766,-1.7767608,148.5191463,-0.976725788,274.7374223,-1.875751463,771.2441464,-1.571881544,389.4985412,235.5138615,522.9907844,235.9717741,228.0187499,531.1337489,278.8291038,182.2306031,399.4822922,247.5372685,181.9341523,396.2937052,231.7270343,185.142387,402.6217935,248.4519477,206.8396191,434.3693323,2
330.6817978,-0.223057544,275.3496051,-0.373093726,209.6951332,-0.616611634,172.1134158,-0.799290438,158.3540242,-1.888609937,344.9813265,-1.037010031,303.0157015,190.9042745,251.6676754,389.4985412,235.5138615,522.9907844,235.9717741,228.0187499,531.1337489,278.8291038,182.2306031,399.4822922,247.5372685,181.9341523,396.2937052,231.7270343,185.142387,402.6217935,2
337.0857629,1.957857745,249.5875336,-1.997917494,233.1910295,1.251820252,167.7293671,-0.150183766,146.8695171,-0.31872861,386.7512863,-0.771266817,293.3366483,200.4601983,266.8104017,303.0157015,190.9042745,251.6676754,389.4985412,235.5138615,522.9907844,235.9717741,228.0187499,531.1337489,278.8291038,182.2306031,399.4822922,247.5372685,181.9341523,396.2937052,2
301.7126897,0.348228615,218.8204952,-0.876638546,270.797598,-2.354239774,165.7148376,-1.256444044,162.4153188,-1.590915595,539.1951588,-1.549500383,260.2665925,218.2562178,350.8052388,293.3366483,200.4601983,266.8104017,303.0157015,190.9042745,251.6676754,389.4985412,235.5138615,522.9907844,235.9717741,228.0187499,531.1337489,278.8291038,182.2306031,399.4822922,2
339.0859748,-0.432835504,194.6017088,-0.189196969,264.2821301,-0.698663599,161.622109,0.280363507,128.8219983,0.913714968,510.8825778,0.600321644,266.8438418,212.9521196,319.8522881,260.2665925,218.2562178,350.8052388,293.3366483,200.4601983,266.8104017,303.0157015,190.9042745,251.6676754,389.4985412,235.5138615,522.9907844,235.9717741,228.0187499,531.1337489,2
242.0589322,1.495416333,200.4241274,-2.33768415,183.4126353,-0.323819388,160.2823114,0.172135415,227.5906137,0.861039884,735.2964634,1.013518713,221.2415298,171.8474734,481.4435386,266.8438418,212.9521196,319.8522881,260.2665925,218.2562178,350.8052388,293.3366483,200.4601983,266.8104017,303.0157015,190.9042745,251.6676754,389.4985412,235.5138615,522.9907844,2
308.4504544,0.731690791,192.5447507,-1.606228108,249.7161071,1.08423968,166.8694036,0.597297042,195.0967502,0.712376162,724.7690941,0.793240062,250.4976026,208.2927554,459.9329222,221.2415298,171.8474734,481.4435386,266.8438418,212.9521196,319.8522881,260.2665925,218.2562178,350.8052388,293.3366483,200.4601983,266.8104017,303.0157015,190.9042745,251.6676754,2
294.2360595,-0.114989992,231.2578773,-1.109570376,193.7549719,-1.523055146,147.9361509,-0.260241073,185.5533665,0.601243157,738.7682872,0.96739932,262.7469684,170.8455614,462.1608269,250.4976026,208.2927554,459.9329222,221.2415298,171.8474734,481.4435386,266.8438418,212.9521196,319.8522881,260.2665925,218.2562178,350.8052388,293.3366483,200.4601983,266.8104017,2
245.5082318,1.033798433,238.6886651,2.335625732,186.2218969,0.169428212,151.400466,1.548741808,151.3818215,1.384671865,713.3359114,1.127543941,242.0984485,168.8111815,432.3588665,262.7469684,170.8455614,462.1608269,250.4976026,208.2927554,459.9329222,221.2415298,171.8474734,481.4435386,266.8438418,212.9521196,319.8522881,260.2665925,218.2562178,350.8052388,2
199.5169663,-0.054008401,209.9052932,1.137014499,192.82779,0.030382946,148.8801597,-0.131530785,130.1864551,0.502306711,697.6468429,0.719582028,204.7111298,170.8539749,413.916649,242.0984485,168.8111815,432.3588665,262.7469684,170.8455614,462.1608269,250.4976026,208.2927554,459.9329222,221.2415298,171.8474734,481.4435386,266.8438418,212.9521196,319.8522881,2
208.7483802,1.970074013,214.6726357,0.216893271,192.6204636,0.411863711,148.6292304,0.88508105,126.8910748,0.514721632,686.6518357,0.372266623,211.710508,170.624847,406.7714553,204.7111298,170.8539749,413.916649,242.0984485,168.8111815,432.3588665,262.7469684,170.8455614,462.1608269,250.4976026,208.2927554,459.9329222,221.2415298,171.8474734,481.4435386,2
184.8184927,1.380207042,195.5530348,0.366859237,177.2375687,-1.40239935,148.6965778,0.750292511,132.8069372,0.224116607,699.5091602,0.307307983,190.1857638,162.9670733,416.1580487,211.710508,170.624847,406.7714553,204.7111298,170.8539749,413.916649,242.0984485,168.8111815,432.3588665,262.7469684,170.8455614,462.1608269,250.4976026,208.2927554,459.9329222,2
307.552685,0.34965963,312.5432933,0.838004631,280.2855114,0.887986908,189.3543414,0.656632905,250.7342221,0.939600745,850.9957966,1.225690823,310.0479892,234.8199264,550.8650094,190.1857638,162.9670733,416.1580487,211.710508,170.624847,406.7714553,204.7111298,170.8539749,413.916649,242.0984485,168.8111815,432.3588665,262.7469684,170.8455614,462.1608269,2
235.5227025,-0.533147442,221.8101728,1.10055802,264.7371975,-0.211246182,172.3544062,0.895310092,224.0587721,1.112046424,690.389156,1.113443462,228.6664377,218.5458019,457.2239641,310.0479892,234.8199264,550.8650094,190.1857638,162.9670733,416.1580487,211.710508,170.624847,406.7714553,204.7111298,170.8539749,413.916649,242.0984485,168.8111815,432.3588665,2
256.2346697,-0.104251952,235.6794404,2.123798904,229.0304576,0.26618725,163.8767255,0.892566791,188.9737757,1.126423657,327.4155296,0.573279727,245.9570551,196.4535916,258.1946527,228.6664377,218.5458019,457.2239641,310.0479892,234.8199264,550.8650094,190.1857638,162.9670733,416.1580487,211.710508,170.624847,406.7714553,204.7111298,170.8539749,413.916649,2
185.6315155,-1.06271262,137.9441513,0.161765992,167.4163783,-0.905692866,127.4480484,0.193351379,189.6958102,1.386115519,465.907086,1.180234005,161.7878334,147.4322134,327.8014481,245.9570551,196.4535916,258.1946527,228.6664377,218.5458019,457.2239641,310.0479892,234.8199264,550.8650094,190.1857638,162.9670733,416.1580487,211.710508,170.624847,406.7714553,2
267.5439556,1.354925728,209.6125776,1.324874251,211.9957738,1.069784295,140.7455449,-0.456271331,143.153624,0.765264994,507.4243301,1.265856188,238.5782666,176.3706594,325.2889771,161.7878334,147.4322134,327.8014481,245.9570551,196.4535916,258.1946527,228.6664377,218.5458019,457.2239641,310.0479892,234.8199264,550.8650094,190.1857638,162.9670733,416.1580487,2
216.2715447,0.122840686,245.581398,0.559635636,227.5176773,-0.771111917,168.5605957,-2.11553798,195.9808019,-1.137625555,602.5297515,-0.800016278,230.9264714,198.0391365,399.2552767,238.5782666,176.3706594,325.2889771,161.7878334,147.4322134,327.8014481,245.9570551,196.4535916,258.1946527,228.6664377,218.5458019,457.2239641,310.0479892,234.8199264,550.8650094,2
245.3184587,-0.425226729,241.2438869,-0.628268569,211.6859681,-0.217935944,214.9424891,-1.684712909,228.9083283,-1.660432236,733.8216726,-1.490054224,243.2811728,213.3142286,481.3650005,230.9264714,198.0391365,399.2552767,238.5782666,176.3706594,325.2889771,161.7878334,147.4322134,327.8014481,245.9570551,196.4535916,258.1946527,228.6664377,218.5458019,457.2239641,2
219.3985654,1.590383326,212.4033942,-0.304710414,256.7248529,-0.561244132,164.33533,-0.762787945,215.0373779,-1.103820597,752.3661606,-1.301590127,215.9009798,210.5300915,483.7017693,243.2811728,213.3142286,481.3650005,230.9264714,198.0391365,399.2552767,238.5782666,176.3706594,325.2889771,161.7878334,147.4322134,327.8014481,245.9570551,196.4535916,258.1946527,2
258.5906301,1.112724795,277.2122255,0.75352707,212.5493481,-0.115544602,162.5092602,0.132943047,160.9576366,-0.708628752,714.40646,-1.196044587,267.9014278,187.5293042,437.6820483,215.9009798,210.5300915,483.7017693,243.2811728,213.3142286,481.3650005,230.9264714,198.0391365,399.2552767,238.5782666,176.3706594,325.2889771,161.7878334,147.4322134,327.8014481,2
245.4657966,0.008981054,214.6276811,1.1026936,213.1757085,0.702584092,187.5058064,0.028340426,141.3691444,-0.953096938,708.6661615,-0.976102527,230.0467389,200.3407575,425.017653,267.9014278,187.5293042,437.6820483,215.9009798,210.5300915,483.7017693,243.2811728,213.3142286,481.3650005,230.9264714,198.0391365,399.2552767,238.5782666,176.3706594,325.2889771,2
447.2908092,-1.381473118,245.5930654,-0.045455225,226.5079684,-0.440501375,153.2025764,0.715618195,158.4715892,-1.045645444,710.011476,-1.15222909,346.4419373,189.8552724,434.2415326,230.0467389,200.3407575,425.017653,267.9014278,187.5293042,437.6820483,215.9009798,210.5300915,483.7017693,243.2811728,213.3142286,481.3650005,230.9264714,198.0391365,399.2552767,2
427.7498195,-2.157740077,224.9113751,0.419601199,243.7397541,0.54857369,169.9144617,-0.542221424,137.4923251,-1.325798243,684.6144085,-1.033274834,326.3305973,206.8271079,411.0533668,346.4419373,189.8552724,434.2415326,230.0467389,200.3407575,425.017653,267.9014278,187.5293042,437.6820483,215.9009798,210.5300915,483.7017693,243.2811728,213.3142286,481.3650005,2
388.7019966,0.242584525,203.4935031,-1.46727295,274.3299456,-0.520218461,167.5313938,-0.379536342,99.5364653,-0.498521206,702.2330054,-0.818890727,296.0977499,220.9306697,400.8847354,326.3305973,206.8271079,411.0533668,346.4419373,189.8552724,434.2415326,230.0467389,200.3407575,425.017653,267.9014278,187.5293042,437.6820483,215.9009798,210.5300915,483.7017693,2
387.2899999,-0.873226548,187.0498313,0.3921784,240.9308174,-0.984012328,202.1858964,-1.644425979,254.3276386,-1.726896382,825.8107634,-1.758481331,287.1699156,221.5583569,540.069201,296.0977499,220.9306697,400.8847354,326.3305973,206.8271079,411.0533668,346.4419373,189.8552724,434.2415326,230.0467389,200.3407575,425.017653,267.9014278,187.5293042,437.6820483,2
504.0332364,-2.146529243,329.8265332,-2.413322465,201.6763351,-0.359226052,335.876043,-1.838118014,349.3272731,-1.442063041,647.2027144,-1.154255639,416.9298848,268.7761891,498.2649938,287.1699156,221.5583569,540.069201,296.0977499,220.9306697,400.8847354,326.3305973,206.8271079,411.0533668,346.4419373,189.8552724,434.2415326,230.0467389,200.3407575,425.017653,2
498.364632,2.687547602,351.7637039,-2.475136868,228.0088029,-0.677285134,262.8498662,-0.601876997,193.1872071,0.041207294,305.310574,0.259780477,425.064168,245.4293346,249.2488906,416.9298848,268.7761891,498.2649938,287.1699156,221.5583569,540.069201,296.0977499,220.9306697,400.8847354,326.3305973,206.8271079,411.0533668,346.4419373,189.8552724,434.2415326,2
521.9055688,1.876439432,355.487147,0.033041269,223.2049065,-0.71325023,235.3169958,-0.737339107,197.1922475,-0.997397288,493.1691728,-0.92143061,438.6963579,229.2609512,345.1807102,425.064168,245.4293346,249.2488906,416.9298848,268.7761891,498.2649938,287.1699156,221.5583569,540.069201,296.0977499,220.9306697,400.8847354,326.3305973,206.8271079,411.0533668,2
455.576356,1.340960461,381.4892188,-1.242535027,222.1292191,0.053528084,228.7756685,-0.383534564,175.2384276,0.346996025,547.5220759,-0.319615449,418.5327874,225.4524438,361.3802518,438.6963579,229.2609512,345.1807102,425.064168,245.4293346,249.2488906,416.9298848,268.7761891,498.2649938,287.1699156,221.5583569,540.069201,296.0977499,220.9306697,400.8847354,2
495.488559,-0.311631121,418.0971719,-1.184876882,214.8547316,0.336866283,218.9425433,0.548210392,240.2603812,0.857602742,697.318242,0.9885564,456.7928655,216.8986375,468.7893116,418.5327874,225.4524438,361.3802518,438.6963579,229.2609512,345.1807102,425.064168,245.4293346,249.2488906,416.9298848,268.7761891,498.2649938,287.1699156,221.5583569,540.069201,2
430.9640523,-1.381691558,397.7111089,-0.726679508,224.2773771,-0.647426324,214.0220012,0.115162588,255.5616731,0.684169369,753.6345454,0.911825399,414.3375806,219.1496892,504.5981093,456.7928655,216.8986375,468.7893116,418.5327874,225.4524438,361.3802518,438.6963579,229.2609512,345.1807102,425.064168,245.4293346,249.2488906,416.9298848,268.7761891,498.2649938,2
448.6624962,0.679291253,404.8197746,-0.028536731,221.9768898,0.381625636,221.5842011,0.458940069,222.9099422,-0.005800113,739.4529964,0.202631454,426.7411354,221.7805455,481.1814693,414.3375806,219.1496892,504.5981093,456.7928655,216.8986375,468.7893116,418.5327874,225.4524438,361.3802518,438.6963579,229.2609512,345.1807102,425.064168,245.4293346,249.2488906,2
452.8586945,-0.137733867,408.3540406,-0.997366333,234.0412921,1.421535553,214.7513926,0.08519715,193.4024526,0.619392814,757.7408086,1.188751622,430.6063676,224.3963424,475.5716306,426.7411354,221.7805455,481.1814693,414.3375806,219.1496892,504.5981093,456.7928655,216.8986375,468.7893116,418.5327874,225.4524438,361.3802518,438.6963579,229.2609512,345.1807102,2
489.9431669,-1.041950063,428.4476813,-0.537889706,196.2958921,0.707387145,210.2707037,-0.298403506,187.8668749,0.812385757,739.0086875,1.016936209,459.1954241,203.2832979,463.4377812,430.6063676,224.3963424,475.5716306,426.7411354,221.7805455,481.1814693,414.3375806,219.1496892,504.5981093,456.7928655,216.8986375,468.7893116,418.5327874,225.4524438,361.3802518,2
366.7638041,-2.13368119,575.7326784,0.883641859,478.2352425,-0.968918086,208.7867913,0.493258543,197.0644958,-0.642700377,733.6363224,-0.394929167,471.2482413,343.5110169,465.3504091,459.1954241,203.2832979,463.4377812,430.6063676,224.3963424,475.5716306,426.7411354,221.7805455,481.1814693,414.3375806,219.1496892,504.5981093,456.7928655,216.8986375,468.7893116,2
271.11104,0.015831366,448.624346,1.556977549,435.5949393,0.766200549,143.6353797,-0.229231394,179.1312843,-0.10127412,723.5338393,0.318387173,359.867693,289.6151595,451.3325618,471.2482413,343.5110169,465.3504091,459.1954241,203.2832979,463.4377812,430.6063676,224.3963424,475.5716306,426.7411354,221.7805455,481.1814693,414.3375806,219.1496892,504.5981093,2
376.2270024,-1.062733074,362.4209003,0.107430575,414.181829,0.122415158,162.7311048,0.438143617,205.0685109,0.902947632,814.4170334,1.235574492,369.3239514,288.4564669,509.7427722,359.867693,289.6151595,451.3325618,471.2482413,343.5110169,465.3504091,459.1954241,203.2832979,463.4377812,430.6063676,224.3963424,475.5716306,426.7411354,221.7805455,481.1814693,2
439.2287018,-1.855564513,306.4899711,-0.963852753,438.6082569,-0.121760314,201.937079,0.676263718,268.3036558,1.061368742,827.4736197,1.180541373,372.8593365,320.272668,547.8886378,369.3239514,288.4564669,509.7427722,359.867693,289.6151595,451.3325618,471.2482413,343.5110169,465.3504091,459.1954241,203.2832979,463.4377812,430.6063676,224.3963424,475.5716306,2
452.6451024,0.257737577,307.4021038,1.561269295,367.9639665,0.148044941,170.4815824,0.48954331,221.4330553,1.21938147,459.5360583,0.839124288,380.0236031,269.2227745,340.4845568,372.8593365,320.272668,547.8886378,369.3239514,288.4564669,509.7427722,359.867693,289.6151595,451.3325618,471.2482413,343.5110169,465.3504091,459.1954241,203.2832979,463.4377812,2
425.8464221,-0.653387033,343.8500956,0.192746552,367.5965316,0.787494945,178.3878859,-0.145468283,163.44223,0.73671064,354.9667209,0.463007202,384.8482589,272.9922088,259.2044755,380.0236031,269.2227745,340.4845568,372.8593365,320.272668,547.8886378,369.3239514,288.4564669,509.7427722,359.867693,289.6151595,451.3325618,471.2482413,343.5110169,465.3504091,2
383.5017808,1.439692035,393.3679166,0.721201537,371.1368879,0.092537312,189.0933578,0.14293507,183.3824062,1.143771209,531.5272361,1.089905333,388.4348487,280.1151229,357.4548212,384.8482589,272.9922088,259.2044755,380.0236031,269.2227745,340.4845568,372.8593365,320.272668,547.8886378,369.3239514,288.4564669,509.7427722,359.867693,289.6151595,451.3325618,2
445.874784,-2.383339885,358.2616502,1.509896244,383.0173312,-0.505037724,185.5801601,0.363074694,165.6168883,-0.719440161,550.9841236,-0.115568469,402.0682171,284.2987457,358.300506,388.4348487,280.1151229,357.4548212,384.8482589,272.9922088,259.2044755,380.0236031,269.2227745,340.4845568,372.8593365,320.272668,547.8886378,369.3239514,288.4564669,509.7427722,2
