LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,AvgAlphaPrevious1,AvgBetaPrevious1,AvgGammaPrevious1,AvgAlphaPrevious2,AvgBetaPrevious2,AvgGammaPrevious2,AvgAlphaPrevious3,AvgBetaPrevious3,AvgGammaPrevious3,AvgAlphaPrevious4,AvgBetaPrevious4,AvgGammaPrevious4,AvgAlphaPrevious5,AvgBetaPrevious5,AvgGammaPrevious5,EyeM
712.8120013,-0.542164465,452.3241643,0.999613003,550.9856762,0.900785284,507.01314,0.9746404,744.9082995,1.167021889,1896.430244,1.234469611,467.9971276,222.2536122,1009.641197,476.2015596,182.5370673,750.3587926,535.2592383,192.1504263,835.9877866,442.3167692,267.7788823,857.9966806,496.174116,246.4661582,863.7920652,1
490.6770435,-1.135791291,514.7894892,1.028521302,442.3592466,0.511842792,467.4730787,0.927976943,819.2686789,1.111441042,1394.817391,1.320727394,582.5680828,528.9994081,1320.669272,467.9971276,222.2536122,1009.641197,476.2015596,182.5370673,750.3587926,535.2592383,192.1504263,835.9877866,442.3167692,267.7788823,857.9966806,1
346.2266684,-2.819990983,364.5864778,1.785291412,200.8039108,0.271021775,261.9744192,1.301638213,421.9784084,0.800777519,1275.415951,1.121224316,502.7332664,454.9161626,1107.043035,582.5680828,528.9994081,1320.669272,467.9971276,222.2536122,1009.641197,476.2015596,182.5370673,750.3587926,535.2592383,192.1504263,835.9877866,1
280.7492619,-1.669867316,173.4860022,-1.387557533,170.7655264,0.138718425,248.6022646,-0.48063719,223.5742925,-0.781345154,1062.92467,-0.805041473,355.4065731,231.389165,848.6971795,502.7332664,454.9161626,1107.043035,582.5680828,528.9994081,1320.669272,467.9971276,222.2536122,1009.641197,476.2015596,182.5370673,750.3587926,1
108.4786246,2.161032408,219.2035444,0.160181947,204.9837761,-0.175499267,255.773173,-0.896221466,303.2531419,-2.014117597,1189.31952,-1.701973398,227.1176321,209.6838955,643.2494812,355.4065731,231.389165,848.6971795,502.7332664,454.9161626,1107.043035,582.5680828,528.9994081,1320.669272,467.9971276,222.2536122,1009.641197,1
143.9450578,-1.675438413,206.2663901,0.587947779,312.0040733,-2.130398398,223.1997081,-1.767613609,332.8959986,-1.711668141,1314.814208,-1.357915379,163.8410845,230.3784745,746.2863312,227.1176321,209.6838955,643.2494812,355.4065731,231.389165,848.6971795,502.7332664,454.9161626,1107.043035,582.5680828,528.9994081,1320.669272,1
168.3918584,-1.491503184,200.7068169,-1.25872528,203.5456235,-1.537540579,234.7505906,-0.783301998,291.2238308,-1.556874201,1371.159098,-1.547328385,175.1057239,267.6018907,823.8551034,163.8410845,230.3784745,746.2863312,227.1176321,209.6838955,643.2494812,355.4065731,231.389165,848.6971795,502.7332664,454.9161626,1107.043035,1
305.5212794,-1.648573892,244.1498911,-1.234141082,231.905355,-0.667675412,230.2320473,-0.445816359,306.1048117,-1.272874054,1368.892883,-1.136254512,184.5493376,219.148107,831.1914646,175.1057239,267.6018907,823.8551034,163.8410845,230.3784745,746.2863312,227.1176321,209.6838955,643.2494812,355.4065731,231.389165,848.6971795,1
237.8677651,0.020979389,259.7974755,-1.275678209,202.1301777,-0.620365647,239.1706208,-0.981264847,286.2385704,-1.413025528,1365.939913,-1.329780939,274.8355852,231.0687011,837.4988474,184.5493376,219.148107,831.1914646,175.1057239,267.6018907,823.8551034,163.8410845,230.3784745,746.2863312,227.1176321,209.6838955,643.2494812,1
163.9184791,-1.003714428,246.135105,-0.83325659,215.1496845,-1.666626251,230.631754,-1.432333525,218.4980453,0.003772163,1264.326331,-0.095442858,248.8326203,220.6503992,826.0892416,274.8355852,231.0687011,837.4988474,184.5493376,219.148107,831.1914646,175.1057239,267.6018907,823.8551034,163.8410845,230.3784745,746.2863312,1
222.03846,-2.315957637,307.4544767,-0.557041818,205.8614192,-0.178286917,259.3884476,-1.205481002,387.399361,-1.393773791,1564.766749,-1.390123613,205.026792,222.8907192,741.412188,248.8326203,220.6503992,826.0892416,274.8355852,231.0687011,837.4988474,184.5493376,219.148107,831.1914646,175.1057239,267.6018907,823.8551034,1
457.90802,0.133000588,405.6167213,-0.341367937,291.3955368,-1.368279628,385.2421692,-1.613261643,641.6722174,-2.044317034,1740.362253,-1.932801634,264.7464684,232.6249334,976.083055,205.026792,222.8907192,741.412188,248.8326203,220.6503992,826.0892416,274.8355852,231.0687011,837.4988474,184.5493376,219.148107,831.1914646,1
391.6972824,2.729906954,315.332398,-0.710951317,523.5483541,-2.518655815,528.9701193,-1.75122808,890.5066763,-2.091574271,1510.044088,-2.02373863,431.7623706,338.318853,1191.017235,264.7464684,232.6249334,976.083055,205.026792,222.8907192,741.412188,248.8326203,220.6503992,826.0892416,274.8355852,231.0687011,837.4988474,1
168.1595454,-0.352224107,226.4958987,1.782833175,330.3335436,-2.420366866,344.1497134,-2.174240516,553.0924884,-1.660487657,1422.809064,-1.638146143,353.5148402,526.2592367,1200.275382,431.7623706,338.318853,1191.017235,264.7464684,232.6249334,976.083055,205.026792,222.8907192,741.412188,248.8326203,220.6503992,826.0892416,1
350.4142295,-1.409677489,169.4671738,-0.028335474,123.4086428,-0.254683669,201.8623935,0.184477379,236.8425665,-0.330597144,1109.201249,0.503458481,197.327722,337.2416285,987.9507762,353.5148402,526.2592367,1200.275382,431.7623706,338.318853,1191.017235,264.7464684,232.6249334,976.083055,205.026792,222.8907192,741.412188,1
313.267323,0.785749021,230.6876849,0.28758705,186.3587328,-0.094108824,205.5231641,0.666319014,304.53961,0.734254037,1237.283886,1.032851549,259.9407017,162.6355182,673.021908,197.327722,337.2416285,987.9507762,353.5148402,526.2592367,1200.275382,431.7623706,338.318853,1191.017235,264.7464684,232.6249334,976.083055,1
364.4786387,-0.233384225,194.2822652,1.388413367,145.4009487,-0.014462831,219.3457156,-0.229747053,325.6924057,0.949170289,1316.952686,1.042115518,271.977504,195.9409484,770.9117479,259.9407017,162.6355182,673.021908,197.327722,337.2416285,987.9507762,353.5148402,526.2592367,1200.275382,431.7623706,338.318853,1191.017235,1
405.2879167,-1.301246442,214.3103895,1.377317222,192.0576611,1.094802287,228.9445932,0.614466893,287.6244508,0.744388178,1385.204038,1.036377973,279.3804519,182.3733321,821.3225458,271.977504,195.9409484,770.9117479,259.9407017,162.6355182,673.021908,197.327722,337.2416285,987.9507762,353.5148402,526.2592367,1200.275382,1
386.701643,0.956838812,127.9136609,0.802022205,202.1965039,0.605800542,192.5028214,0.483147172,231.4303139,0.607541649,1372.598598,0.989924627,309.7991531,210.5011271,836.4142446,279.3804519,182.3733321,821.3225458,271.977504,195.9409484,770.9117479,259.9407017,162.6355182,673.021908,197.327722,337.2416285,987.9507762,1
370.659828,-0.046745814,93.04778406,0.940409769,216.8458862,0.988387293,190.4983454,0.580575863,219.8561844,1.443105419,1366.854342,1.021036596,257.3076519,197.3496626,802.0144561,309.7991531,210.5011271,836.4142446,279.3804519,182.3733321,821.3225458,271.977504,195.9409484,770.9117479,259.9407017,162.6355182,673.021908,1
405.4620552,2.006300844,158.3584166,0.476457903,128.2570865,1.462268337,205.032228,1.508922029,224.1648906,1.258907838,1365.417161,0.910707085,231.853806,203.6721158,793.3552633,257.3076519,197.3496626,802.0144561,309.7991531,210.5011271,836.4142446,279.3804519,182.3733321,821.3225458,271.977504,195.9409484,770.9117479,1
421.6079496,1.063863816,187.8843019,0.594528555,122.3449611,0.743149084,209.3496111,1.040069948,268.6680898,1.026629672,1461.775194,1.279231317,281.9102359,166.6446572,794.7910258,231.853806,203.6721158,793.3552633,257.3076519,197.3496626,802.0144561,309.7991531,210.5011271,836.4142446,279.3804519,182.3733321,821.3225458,1
424.7937788,-0.147696287,309.8952007,-0.254294548,358.3329303,0.351001868,370.2689022,0.739472947,579.0229447,1.156274612,1777.901913,1.254428583,304.7461258,165.8472861,865.221642,281.9102359,166.6446572,794.7910258,231.853806,203.6721158,793.3552633,257.3076519,197.3496626,802.0144561,309.7991531,210.5011271,836.4142446,1
410.1017532,-0.1685486,476.3477838,0.012140954,453.7185424,0.459036959,594.3526141,0.614111671,910.7417367,1.09979479,1620.208678,1.123885995,367.3444897,364.3009163,1178.462429,304.7461258,165.8472861,865.221642,281.9102359,166.6446572,794.7910258,231.853806,203.6721158,793.3552633,257.3076519,197.3496626,802.0144561,1
202.2264788,0.253594293,338.9381547,0.17715608,267.7331543,0.613581778,372.6673934,0.756974392,607.5524318,1.061261677,1472.551597,1.249079594,443.2247685,524.0355783,1265.475207,367.3444897,364.3009163,1178.462429,304.7461258,165.8472861,865.221642,281.9102359,166.6446572,794.7910258,231.853806,203.6721158,793.3552633,1
98.09488844,-0.816535056,217.3940191,0.051473478,140.6030651,0.728371243,134.711516,0.183545538,188.7030139,-0.156478111,1072.534919,0.113499899,270.5823167,320.2002738,1040.052014,443.2247685,524.0355783,1265.475207,367.3444897,364.3009163,1178.462429,304.7461258,165.8472861,865.221642,281.9102359,166.6446572,794.7910258,1
215.7974168,-2.164208745,231.259378,-1.549378498,171.6880865,-1.022571313,212.6495184,-1.335641018,249.1674685,-1.506928896,1181.334859,-0.998092958,157.7444538,137.6572905,630.6189664,270.5823167,320.2002738,1040.052014,443.2247685,524.0355783,1265.475207,367.3444897,364.3009163,1178.462429,304.7461258,165.8472861,865.221642,1
258.6192375,-2.646250023,274.7938753,-1.900439401,244.4870186,-2.269867542,191.4812507,-2.102005049,316.0799207,-1.913496657,1310.909173,-1.712598363,223.5283974,192.1688024,715.2511635,157.7444538,137.6572905,630.6189664,270.5823167,320.2002738,1040.052014,443.2247685,524.0355783,1265.475207,367.3444897,364.3009163,1178.462429,1
188.304601,0.299915274,265.2759653,-1.65924632,143.9056538,-1.288762579,197.8918118,-1.790027698,271.4130315,-1.469124444,1340.523743,-1.301811259,266.7065564,217.9841346,813.4945469,223.5283974,192.1688024,715.2511635,157.7444538,137.6572905,630.6189664,270.5823167,320.2002738,1040.052014,443.2247685,524.0355783,1265.475207,1
217.0909575,-1.797518799,254.0395934,-1.529054057,168.225648,-1.076609715,201.1003804,-1.843392348,332.2755709,-1.838598244,1421.667222,-1.500189574,226.7902831,170.8987328,805.9683873,266.7065564,217.9841346,813.4945469,223.5283974,192.1688024,715.2511635,157.7444538,137.6572905,630.6189664,270.5823167,320.2002738,1040.052014,1
203.2534974,0.838528614,259.1698059,-0.526945334,190.3622671,-1.796703071,179.7437422,-1.766642999,234.2055152,-1.284895505,1403.01957,-1.332620093,235.5652754,184.6630142,876.9713965,226.7902831,170.8987328,805.9683873,266.7065564,217.9841346,813.4945469,223.5283974,192.1688024,715.2511635,157.7444538,137.6572905,630.6189664,1
201.9511178,-0.032694711,307.3265333,-2.457096052,225.3874497,-2.144313914,152.1598799,-1.109888769,218.9158843,-0.870602231,1354.294785,-0.788864161,231.2116516,185.0530047,818.6125425,235.5652754,184.6630142,876.9713965,226.7902831,170.8987328,805.9683873,266.7065564,217.9841346,813.4945469,223.5283974,192.1688024,715.2511635,1
184.6847458,-0.66644493,336.2448477,-2.144820158,149.6652153,-1.664368003,178.0924819,-0.980837831,288.6941417,-1.116623257,1449.112067,-1.124191364,254.6388256,188.7736648,786.6053345,231.2116516,185.0530047,818.6125425,235.5652754,184.6630142,876.9713965,226.7902831,170.8987328,805.9683873,266.7065564,217.9841346,813.4945469,1
160.0480066,-1.245894123,421.8586732,-2.133448739,213.495585,-0.390878508,366.1550114,-2.228577438,563.5955849,-2.023990619,1780.576873,-1.873616636,260.4647968,163.8788486,868.9031044,254.6388256,188.7736648,786.6053345,231.2116516,185.0530047,818.6125425,235.5652754,184.6630142,876.9713965,226.7902831,170.8987328,805.9683873,1
162.4700586,-2.316425858,437.0667584,-2.453932559,488.8626675,-2.483634252,596.951863,-1.951054993,970.0134787,-2.041639328,1829.331257,-1.988260595,290.9533399,289.8252982,1172.086229,260.4647968,163.8788486,868.9031044,254.6388256,188.7736648,786.6053345,231.2116516,185.0530047,818.6125425,235.5652754,184.6630142,876.9713965,1
105.4875794,-2.011654417,425.9805787,-0.955276964,420.5092407,-2.68350127,400.3134874,-2.327450226,708.498397,-2.132047876,1491.334434,-1.882010617,299.7684085,542.9072652,1399.672368,290.9533399,289.8252982,1172.086229,260.4647968,163.8788486,868.9031044,254.6388256,188.7736648,786.6053345,231.2116516,185.0530047,818.6125425,1
139.3676768,0.277666325,301.0230519,0.89447031,134.1443392,-0.294689406,142.8639506,0.105278462,179.0105341,-0.393858832,1097.107952,-0.373970305,265.7340791,410.411364,1099.916415,299.7684085,542.9072652,1399.672368,290.9533399,289.8252982,1172.086229,260.4647968,163.8788486,868.9031044,254.6388256,188.7736648,786.6053345,1
310.2786732,-0.217365244,255.2834939,-0.001108214,158.6208778,0.707658624,195.4328663,0.97358594,316.7100439,1.156853851,1239.104362,0.710569197,220.1953644,138.5041449,638.0592431,265.7340791,410.411364,1099.916415,299.7684085,542.9072652,1399.672368,290.9533399,289.8252982,1172.086229,260.4647968,163.8788486,868.9031044,1
197.8964476,-0.473259971,291.2357523,0.737022537,168.4525309,-0.167230263,180.2695294,1.214596099,298.5708629,1.328641862,1276.143141,1.209599334,282.7810835,177.026872,777.9072029,220.1953644,138.5041449,638.0592431,265.7340791,410.411364,1099.916415,299.7684085,542.9072652,1399.672368,290.9533399,289.8252982,1172.086229,1
152.7959346,-2.067351388,253.6322231,1.218101019,239.8080805,-0.391497519,219.9652193,0.82672653,281.0002457,0.794727818,1340.711369,0.580497285,244.5660999,174.3610302,787.3570018,282.7810835,177.026872,777.9072029,220.1953644,138.5041449,638.0592431,265.7340791,410.411364,1099.916415,299.7684085,542.9072652,1399.672368,1
187.544757,-0.046944212,239.0821128,0.478211552,299.1386167,0.676727931,199.9181955,0.53143272,295.8932264,1.236489906,1395.641601,1.380636563,203.2140788,229.8866499,810.8558073,244.5660999,174.3610302,787.3570018,282.7810835,177.026872,777.9072029,220.1953644,138.5041449,638.0592431,265.7340791,410.411364,1099.916415,1
220.9148198,-1.082489804,224.1436629,0.464840502,262.3934977,0.593426309,182.1606778,0.71580839,267.6634169,0.853979637,1388.410607,1.062032656,213.3134349,249.5284061,845.7674134,203.2140788,229.8866499,810.8558073,244.5660999,174.3610302,787.3570018,282.7810835,177.026872,777.9072029,220.1953644,138.5041449,638.0592431,1
169.1639425,-1.864586898,214.3773724,1.045201725,181.8225501,-1.256758319,160.6887439,0.323731567,192.1772897,0.472556936,1347.926415,0.655007336,222.5292414,222.2770878,828.037012,213.3134349,249.5284061,845.7674134,203.2140788,229.8866499,810.8558073,244.5660999,174.3610302,787.3570018,282.7810835,177.026872,777.9072029,1
214.2373369,-0.081293609,181.3928823,-0.21191318,242.8299543,-0.114759779,169.9263859,0.28706818,183.7794211,0.424531386,1362.363113,0.610200131,191.7706574,171.255647,770.0518522,222.5292414,222.2770878,828.037012,213.3134349,249.5284061,845.7674134,203.2140788,229.8866499,810.8558073,244.5660999,174.3610302,787.3570018,1
163.6045836,1.394352282,326.7826009,-0.113117252,341.9524187,0.329614259,330.1943055,0.681850077,423.608718,1.134391396,1674.64022,1.269789848,197.8151096,206.3781701,773.0712672,191.7706574,171.255647,770.0518522,222.5292414,222.2770878,828.037012,213.3134349,249.5284061,845.7674134,203.2140788,229.8866499,810.8558073,1
371.167045,0.990362787,464.3308684,0.111804674,402.7493463,0.606657774,577.4907996,0.79005147,886.4181384,1.09855986,1843.6623,1.13308049,245.1935923,336.0733621,1049.124469,197.8151096,206.3781701,773.0712672,191.7706574,171.255647,770.0518522,222.5292414,222.2770878,828.037012,213.3134349,249.5284061,845.7674134,1
480.6038204,0.620177666,403.8234441,0.185291933,299.2426893,0.445586923,473.0046924,0.50452711,789.962095,1.062385999,1449.413692,1.299750124,417.7489567,490.1200729,1365.040219,245.1935923,336.0733621,1049.124469,197.8151096,206.3781701,773.0712672,191.7706574,171.255647,770.0518522,222.5292414,222.2770878,828.037012,1
152.1983674,0.114369269,188.4949126,-0.295235808,318.9286016,0.685868369,225.8607691,0.621709553,292.3305258,0.794956113,1189.038607,0.855483737,442.2136323,386.1236909,1119.687894,417.7489567,490.1200729,1365.040219,245.1935923,336.0733621,1049.124469,197.8151096,206.3781701,773.0712672,191.7706574,171.255647,770.0518522,1
144.9341576,-1.100779199,266.7226262,-2.083062736,276.4504801,-0.159059163,242.5912545,-0.778614667,229.914929,-1.466986729,1156.53099,-0.977032454,170.34664,272.3946853,740.6845662,442.2136323,386.1236909,1119.687894,417.7489567,490.1200729,1365.040219,245.1935923,336.0733621,1049.124469,197.8151096,206.3781701,773.0712672,1
139.5970787,1.344775085,193.9225865,-1.553658835,277.2269196,-0.255831855,209.0628151,-0.163786044,264.147592,-1.585261779,1216.63126,-1.495598978,205.8283919,259.5208673,693.2229595,170.34664,272.3946853,740.6845662,442.2136323,386.1236909,1119.687894,417.7489567,490.1200729,1365.040219,245.1935923,336.0733621,1049.124469,1
181.9393672,-2.260311709,170.5837198,0.69025831,272.3687058,-0.008742742,238.9765066,-1.528553814,248.6543645,-1.097211862,1313.609865,-1.134732545,166.7598326,243.1448674,740.389426,205.8283919,259.5208673,693.2229595,170.34664,272.3946853,740.6845662,442.2136323,386.1236909,1119.687894,417.7489567,490.1200729,1365.040219,1
178.4497178,-0.039625626,290.7956011,0.769432825,195.661895,-1.1193633,262.1637704,-1.411634552,293.4331408,-2.035640878,1395.293384,-1.811317845,176.2615435,255.6726062,781.1321146,166.7598326,243.1448674,740.389426,205.8283919,259.5208673,693.2229595,170.34664,272.3946853,740.6845662,442.2136323,386.1236909,1119.687894,1
166.2960614,1.927203563,319.1403901,-1.042441637,212.6755481,0.355162455,215.497821,-0.513019356,217.9879536,-1.274109521,1392.060888,-1.081101704,234.6226595,228.9128327,844.3632622,176.2615435,255.6726062,781.1321146,166.7598326,243.1448674,740.389426,205.8283919,259.5208673,693.2229595,170.34664,272.3946853,740.6845662,1
165.7638338,0.916143622,285.5320302,-0.528487698,194.6685301,0.39471461,195.5344412,-0.115710469,188.5928888,-0.386986308,1358.053031,-0.441760189,242.7182257,214.0866846,805.0244209,234.6226595,228.9128327,844.3632622,176.2615435,255.6726062,781.1321146,166.7598326,243.1448674,740.389426,205.8283919,259.5208673,693.2229595,1
186.0498002,-0.379430652,237.2807828,-0.305124572,185.6047912,-0.409612382,172.7583035,-0.36540182,175.3712584,-0.349974142,1322.982276,-0.37556905,225.647932,195.1014857,773.3229601,242.7182257,214.0866846,805.0244209,234.6226595,228.9128327,844.3632622,176.2615435,255.6726062,781.1321146,166.7598326,243.1448674,740.389426,1
176.4192532,2.015424467,284.8610822,0.668776769,220.5892172,0.706901147,266.3522024,-0.667984541,428.1624133,-1.911676898,1652.912627,-1.81400444,211.6652915,179.1815474,749.1767672,225.647932,195.1014857,773.3229601,242.7182257,214.0866846,805.0244209,234.6226595,228.9128327,844.3632622,176.2615435,255.6726062,781.1321146,1
158.227755,2.212321981,505.4726553,0.963150676,517.928559,-1.603768246,569.4739231,-2.531474537,954.6925749,-2.015596084,1927.236426,-1.925563937,230.6401677,243.4707098,1040.53752,211.6652915,179.1815474,749.1767672,225.647932,195.1014857,773.3229601,242.7182257,214.0866846,805.0244209,234.6226595,228.9128327,844.3632622,1
259.0819311,-1.204558522,370.461034,-1.147272451,191.7018431,-1.60287309,452.2725517,-1.635985269,776.4079708,-2.214899418,1360.2956,-1.90201588,331.8502052,543.701241,1440.9645,230.6401677,243.4707098,1040.53752,211.6652915,179.1815474,749.1767672,225.647932,195.1014857,773.3229601,242.7182257,214.0866846,805.0244209,1
